,age,age_origin
"Pseudallescheria_boydii_28762125:Pseudallescheria boydii
",none,enabling
"Pseudallescheria_boydii_29094263:Pseudallescheria boydii
",>65岁,68- and 87
"Pseudallescheria_boydii_30283549:Pseudallescheria boydii
",1-17岁,13-year-old
"Pseudallescheria_boydii_30297214:Pseudallescheria boydii
",17-65岁,31
"Pseudallescheria_boydii_33084474:Pseudallescheria boydii
",none,a
"Pseudallescheria_boydii_33315292:Pseudallescheria boydii
",17-65岁,24
"Pseudallescheria_boydii_33318800:Pseudallescheria boydii
",>65岁,67-year-old
"Pseudallescheria_boydii_33323661:Pseudallescheria boydii
",>65岁,74-year-old
"Pseudallescheria_boydii_33338319:Pseudallescheria boydii
",none,emerging
"Pseudallescheria_boydii_33392858:Pseudallescheria boydii
",none,Scedosporium
"Pseudallescheria_boydii_33527651:Pseudallescheria boydii
",none,male
"Pseudallescheria_boydii_33707042:Pseudallescheria boydii
",1-17岁,13-year-old
"Pseudallescheria_boydii_33834145:Pseudallescheria boydii
",17-65岁,54 - year-old
"Pseudallescheria_boydii_33923333:Pseudallescheria boydii
",>65岁,90
"Pseudallescheria_boydii_33926779:Pseudallescheria boydii
",17-65岁,adult
"Pseudallescheria_boydii_34097886:Pseudallescheria boydii
",none,Near-Drowning
"Pseudallescheria_boydii_34160012:Pseudallescheria boydii
",17-65岁,20
"Pseudallescheria_boydii_34386675:Pseudallescheria boydii
",none,Recipient.ABSTRACT:
"Pseudallescheria_boydii_34513465:Pseudallescheria boydii
",>65岁,elderly
"Pseudallescheria_boydii_34535388:Pseudallescheria boydii
",1-17岁,ninety-eight
"Pseudallescheria_boydii_34628284:Pseudallescheria boydii
",17-65岁,30
"Pseudallescheria_boydii_34642117:Pseudallescheria boydii
",1-17岁,nine
"Pseudallescheria_boydii_34829210:Pseudallescheria boydii
",none,observational
"Pseudallescheria_boydii_34916813:Pseudallescheria boydii
",none,Navigating
"Pseudallescheria_boydii_7708091:Pseudallescheria boydii
",1岁以下,two-months old
"Pseudallescheria_boydii_8389611:Pseudallescheria boydii
",none,.
"Pseudallescheria_boydii_9042007:Pseudallescheria boydii
",17-65岁,54-year-old
"Pseudallescheria_boydii_9234575:Pseudallescheria boydii
",1-17岁,nine
"Pseudallescheria_boydii_9279332:Pseudallescheria boydii
",17-65岁,adults
"Pseudallescheria_boydii_9762808:Pseudallescheria boydii
",>65岁,69 yr old
"Pseudallescheria_prolificans_19301173:Pseudallescheria prolificans
",1-17岁,in the CHS-1
"Pseudallescheria_prolificans_19549223:Pseudallescheria prolificans
",none,.
"Pseudallescheria_prolificans_20492531:Pseudallescheria prolificans
",>65岁,1995
"Pseudallescheria_prolificans_21067328:Pseudallescheria prolificans
",17-65岁,adult
"Pseudallescheria_prolificans_21995658:Pseudallescheria prolificans
",none,patients
"Pseudomicrodochium_fusarioides_1886641:Pseudomicrodochium fusarioides
",none,a
"Pseudomicrodochium_suttonii_1886641:Pseudomicrodochium suttonii
",none,a
"Pseudozyma_26608844:Pseudozyma
",17-65岁,51-year-old
"Pseudozyma_aphidis_26608844:Pseudozyma aphidis
",17-65岁,51-year-old
"Purpureocillium_29271312:Purpureocillium
",1-17岁,10-y-old
"Purpureocillium_30425920:Purpureocillium
",none,.
"Purpureocillium_32379722:Purpureocillium
",none,a
"Purpureocillium_33599275:Purpureocillium
",>65岁,90
"Purpureocillium_34160759:Purpureocillium
",none,an Autoimmune Hemolytic Anemia Patient
"Purpureocillium_lilacinum_29271312:Purpureocillium lilacinum
",1-17岁,10-y-old
"Purpureocillium_lilacinum_30425920:Purpureocillium lilacinum
",1-17岁,seven
"Purpureocillium_lilacinum_32379722:Purpureocillium lilacinum
",none,a
"Purpureocillium_lilacinum_33599275:Purpureocillium lilacinum
",none,analysed.
"Purpureocillium_lilacinum_34160759:Purpureocillium lilacinum
",none,an Autoimmune Hemolytic Anemia Patient
"Pythium_12203186:Pythium
",1-17岁,12-year-old
"Pythium_15586573:Pythium
",1岁以下,7-month-old
"Pythium_22747656:Pythium
",1-17岁,4-year-old
"Pythium_insidiosum_11132234:Pythium insidiosum
",none,undergoing
"Pythium_insidiosum_12203186:Pythium insidiosum
",1-17岁,12-year-old
"Pythium_insidiosum_15586573:Pythium insidiosum
",1岁以下,7-month-old
"Pythium_insidiosum_22747656:Pythium insidiosum
",1-17岁,4-year-old
"Pythium_insidiosum_31737473:Pythium insidiosum
",1-17岁,eight-week-old
"Ramichloridium_mackenziei_21663879:Ramichloridium mackenziei
",none,long term
"Ramichloridium_mackenziei_25637429:Ramichloridium mackenziei
",17-65岁,54-year-old
"Rasamsonia_23241382:Rasamsonia
",none,.
"Rasamsonia_23483122:Rasamsonia
",17-65岁,44-yr-old
"Rasamsonia_23902144:Rasamsonia
",none,CGD
"Rasamsonia_25356347:Rasamsonia
",>65岁,152
"Rasamsonia_26058584:Rasamsonia
",none,a
"Rasamsonia_26563166:Rasamsonia
",1-17岁,16-year-old
"Rasamsonia_26812445:Rasamsonia
",none,.
"Rasamsonia_28185887:Rasamsonia
",17-65岁,21-year-old
"Rasamsonia_29094263:Rasamsonia
",>65岁,68- and 87-year-old
"Rasamsonia_31006737:Rasamsonia
",1岁以下,2-month-old
"Rasamsonia_31011375:Rasamsonia
",17-65岁,35-year-old
"Rasamsonia_31769549:Rasamsonia
",1-17岁,9
"Rasamsonia_33395593:Rasamsonia
",none,CGD.
"Rasamsonia_34969112:Rasamsonia
",none,patient populations
"Rasamsonia_argillacea_23241382:Rasamsonia argillacea
",none,morphological
"Rasamsonia_argillacea_23483122:Rasamsonia argillacea
",17-65岁,44-yr-old
"Rasamsonia_argillacea_23902144:Rasamsonia argillacea
",none,.
"Rasamsonia_argillacea_25356347:Rasamsonia argillacea
",>65岁,152
"Rasamsonia_argillacea_26058584:Rasamsonia argillacea
",none,a
"Rasamsonia_argillacea_29702751:Rasamsonia argillacea
",none,patients
"Rasamsonia_argillacea_31011375:Rasamsonia argillacea
",17-65岁,35-year-old
"Rasamsonia_argillacea_33395593:Rasamsonia argillacea
",none,CGD.
"Rhinocladiella_mackenziei_21663879:Rhinocladiella mackenziei
",none,long
"Rhinocladiella_mackenziei_25637429:Rhinocladiella mackenziei
",17-65岁,54-year-old
"Rhinosporidium_22604769:Rhinosporidium
",1-17岁,12-year-old
"Rhinosporidium_29941824:Rhinosporidium
",17-65岁,adults
"Rhinosporidium_31763261:Rhinosporidium
",none,hanging
"Rhinosporidium_32874589:Rhinosporidium
",17-65岁,30-year-old
"Rhinosporidium_33816117:Rhinosporidium
",none,an
"Rhinosporidium_seeberi_22604769:Rhinosporidium seeberi
",1-17岁,12-year-old
"Rhinosporidium_seeberi_29941824:Rhinosporidium seeberi
",17-65岁,adults
"Rhinosporidium_seeberi_31763261:Rhinosporidium seeberi
",none,hanging
"Rhinosporidium_seeberi_32874589:Rhinosporidium seeberi
",17-65岁,30-year-old
"Rhinosporidium_seeberi_33816117:Rhinosporidium seeberi
",none,an
"Rhizomucor_pusillus_19386856:Rhizomucor pusillus
",>65岁,80
"Rhizomucor_pusillus_22103628:Rhizomucor pusillus
",none,a
"Rhizomucor_pusillus_23583263:Rhizomucor pusillus
",none,old
"Rhizomucor_pusillus_24403304:Rhizomucor pusillus
",none,he
"Rhizomucor_pusillus_24850354:Rhizomucor pusillus
",>65岁,86
"Rhizomucor_pusillus_25587084:Rhizomucor pusillus
",17-65岁,40
"Rhizomucor_pusillus_26397298:Rhizomucor pusillus
",none,a
"Rhizomucor_pusillus_27988409:Rhizomucor pusillus
",none,needing
"Rhizomucor_pusillus_28757006:Rhizomucor pusillus
",17-65岁,56 year-old
"Rhizomucor_pusillus_29642408:Rhizomucor pusillus
",1-17岁,five
"Rhizomucor_pusillus_31656543:Rhizomucor pusillus
",>65岁,68-year-old
"Rhizomucor_pusillus_31890489:Rhizomucor pusillus
",>65岁,71 years old
"Rhizomucor_pusillus_34955408:Rhizomucor pusillus
",17-65岁,18-year-old
"Rhizomucor_variabilis_29642408:Rhizomucor variabilis
",none,necessary
"Rhizomucor_variabilis_30901907:Rhizomucor variabilis
",none,mucormycosis
"Rhizomucor_variabilis_33147877:Rhizomucor variabilis
",>65岁,1000 population
"Rhizopus_10405701:Rhizopus
",>65岁,70-year-old
"Rhizopus_12913805:Rhizopus
",17-65岁,43-year-old
"Rhizopus_14662174:Rhizopus
",1-17岁,9
"Rhizopus_15538083:Rhizopus
",>65岁,70-year-old
"Rhizopus_15599783:Rhizopus
",17-65岁,22-year-old
"Rhizopus_15826297:Rhizopus
",>65岁,68
"Rhizopus_16621774:Rhizopus
",1-17岁,adolescent
"Rhizopus_16842513:Rhizopus
",17-65岁,127 adult
"Rhizopus_16912446:Rhizopus
",17-65岁,adult
"Rhizopus_19545771:Rhizopus
",1-17岁,young
"Rhizopus_19589489:Rhizopus
",none,patients
"Rhizopus_19954497:Rhizopus
",none,a
"Rhizopus_20205795:Rhizopus
",>65岁,66 year-old
"Rhizopus_2021322:Rhizopus
",none,a
"Rhizopus_20803983:Rhizopus
",>65岁,73-year-old
"Rhizopus_21735109:Rhizopus
",none,a SCT recipient
"Rhizopus_21849070:Rhizopus
",17-65岁,51-year-old
"Rhizopus_21897081:Rhizopus
",17-65岁,37-year-old
"Rhizopus_24623054:Rhizopus
",none,a
"Rhizopus_25379391:Rhizopus
",none,a
"Rhizopus_25391828:Rhizopus
",>65岁,68-year-old
"Rhizopus_28580534:Rhizopus
",none,diabetic
"Rhizopus_29326340:Rhizopus
",>65岁,75-year-old
"Rhizopus_32807082:Rhizopus
",17-65岁,61-year-old
"Rhizopus_32983308:Rhizopus
",17-65岁,49-year-old
"Rhizopus_33527098:Rhizopus
",none,patient
"Rhizopus_33544266:Rhizopus
",17-65岁,55-year-old
"Rhizopus_33670842:Rhizopus
",17-65岁,56-year-old
"Rhizopus_34401308:Rhizopus
",none,old
"Rhizopus_34479495:Rhizopus
",17-65岁,59-year-old
"Rhizopus_34603963:Rhizopus
",17-65岁,59-year-old
"Rhizopus_34682258:Rhizopus
",17-65岁,55
"Rhizopus_34746163:Rhizopus
",17-65岁,62-year-old
"Rhizopus_34775981:Rhizopus
",1-17岁,young
"Rhizopus_34795903:Rhizopus
",none,renal transplant
"Rhizopus_34826672:Rhizopus
",none,Mind
"Rhizopus_34936060:Rhizopus
",17-65岁,55-62
"Rhizopus_6985858:Rhizopus
",17-65岁,46-year-old
"Rhizopus_946233:Rhizopus
",none,.
"Rhizopus_arrhizus_10405701:Rhizopus arrhizus
",>65岁,70-year-old
"Rhizopus_arrhizus_2021322:Rhizopus arrhizus
",none,a
"Rhizopus_arrhizus_20803983:Rhizopus arrhizus
",>65岁,73-year-old
"Rhizopus_arrhizus_21897081:Rhizopus arrhizus
",17-65岁,37-year-old
"Rhizopus_arrhizus_32807082:Rhizopus arrhizus
",17-65岁,61-year-old
"Rhizopus_arrhizus_33253454:Rhizopus arrhizus
",17-65岁,45
"Rhizopus_arrhizus_33806386:Rhizopus arrhizus
",none,managing
"Rhizopus_arrhizus_33964720:Rhizopus arrhizus
",none,18th
"Rhizopus_arrhizus_34237015:Rhizopus arrhizus
",17-65岁,50-year-old
"Rhizopus_arrhizus_34310559:Rhizopus arrhizus
",>65岁,74-year-old
"Rhizopus_arrhizus_34479495:Rhizopus arrhizus
",17-65岁,59-year-old
"Rhizopus_microsporus_14991098:Rhizopus microsporus
",17-65岁,adult
"Rhizopus_microsporus_19954497:Rhizopus microsporus
",none,a
"Rhizopus_microsporus_20205795:Rhizopus microsporus
",>65岁,66 year-old
"Rhizopus_microsporus_21735109:Rhizopus microsporus
",none,a
"Rhizopus_microsporus_24623054:Rhizopus microsporus
",none,a
"Rhizopus_microsporus_25379391:Rhizopus microsporus
",none,a
"Rhizopus_microsporus_25587084:Rhizopus microsporus
",17-65岁,40
"Rhizopus_microsporus_27354831:Rhizopus microsporus
",17-65岁,56-year-old
"Rhizopus_microsporus_29326340:Rhizopus microsporus
",>65岁,75-year-old
"Rhizopus_microsporus_30085158:Rhizopus microsporus
",none,diabetics
"Rhizopus_microsporus_33364028:Rhizopus microsporus
",1-17岁,previously healthy young
"Rhizopus_microsporus_33513875:Rhizopus microsporus
",17-65岁,53-year old
"Rhizopus_microsporus_33527098:Rhizopus microsporus
",none,patient
"Rhizopus_microsporus_33806386:Rhizopus microsporus
",none,important
"Rhizopus_microsporus_33857916:Rhizopus microsporus
",none,an individual
"Rhizopus_microsporus_34746163:Rhizopus microsporus
",17-65岁,62-year-old
"Rhizopus_microsporus_34775981:Rhizopus microsporus
",1-17岁,young
"Rhizopus_oryzae_20803983:Rhizopus oryzae
",>65岁,73-year-old
"Rhizopus_oryzae_21897081:Rhizopus oryzae
",17-65岁,37-year-old
"Rhizopus_oryzae_32807082:Rhizopus oryzae
",17-65岁,61-year-old
"Rhizopus_oryzae_32892888:Rhizopus oryzae
",>65岁,71-year-old
"Rhizopus_oryzae_33964720:Rhizopus oryzae
",none,with
"Rhizopus_oryzae_34022619:Rhizopus oryzae
",none,dysregulation
"Rhizopus_oryzae_34237015:Rhizopus oryzae
",17-65岁,50-year-old
"Rhizopus_oryzae_34310559:Rhizopus oryzae
",>65岁,74-year-old
"Rhizopus_oryzae_34479495:Rhizopus oryzae
",17-65岁,59-year-old
"Rhizopus_oryzae_34759398:Rhizopus oryzae
",none,manifold
"Rhodotorula_glutinis_33590984:Rhodotorula glutinis
",>65岁,82-year-old
"Rhodotorula_minuta_1766703:Rhodotorula minuta
",1-17岁,7
"Rhodotorula_minuta_33590984:Rhodotorula minuta
",>65岁,82-year-old
"Rhodotorula_mucilaginosa_27299637:Rhodotorula mucilaginosa
",none,CLL.ABSTRACT:
"Rhodotorula_mucilaginosa_32829588:Rhodotorula mucilaginosa
",none,Patient
"Rhodotorula_mucilaginosa_33590984:Rhodotorula mucilaginosa
",>65岁,82-year-old
"Rhodotorula_rubra_2584679:Rhodotorula rubra
",17-65岁,56
"Rhodotorula_rubra_27299637:Rhodotorula rubra
",none,CLL.ABSTRACT:
"Rhodotorula_rubra_32829588:Rhodotorula rubra
",none,Patient
"Rhodotorula_rubra_33590984:Rhodotorula rubra
",>65岁,82-year-old
"Rhodotorula_rubra_33713006:Rhodotorula rubra
",none,.
"Saccharomyces_boulardii_28482385:Saccharomyces boulardii
",1-17岁,1
"Saccharomyces_cerevisiae_16136772:Saccharomyces cerevisiae
",17-65岁,53-year-old
"Saccharomyces_cerevisiae_19155689:Saccharomyces cerevisiae
",none,a
"Saccharomyces_cerevisiae_24803392:Saccharomyces cerevisiae
",1-17岁,16 childhood
"Saccharomyces_cerevisiae_2671026:Saccharomyces cerevisiae
",none,a
"Saccharomyces_cerevisiae_8150966:Saccharomyces cerevisiae
",none,surgery
"Saccharomyces_cerevisiae聽_16136772:Saccharomyces cerevisiae聽
",17-65岁,53-year-old
"Saccharomyces_cerevisiae聽_17652520:Saccharomyces cerevisiae聽
",none,AIDS
"Saccharomyces_cerevisiae聽_19155689:Saccharomyces cerevisiae聽
",none,a
"Saccharomyces_cerevisiae聽_24803392:Saccharomyces cerevisiae聽
",1-17岁,16 childhood
"Saccharomyces_cerevisiae聽_2671026:Saccharomyces cerevisiae聽
",none,a
"Saccharomyces_cerevisiae聽_8150966:Saccharomyces cerevisiae聽
",none,surgery
"Saksenaea_erythrospora_29642408:Saksenaea erythrospora
",1-17岁,five
"Saksenaea_erythrospora_33147877:Saksenaea erythrospora
",none,.
"Saksenaea_erythrospora_33713249:Saksenaea erythrospora
",none,Malay ethnicity
"Saksenaea_erythrospora_33806386:Saksenaea erythrospora
",none,important
"Saksenaea_vasiformis_17576314:Saksenaea vasiformis
",none,diabetic
"Saksenaea_vasiformis_32279162:Saksenaea vasiformis
",none,patient
"Saksenaea_vasiformis_6644085:Saksenaea vasiformis
",1-17岁,14-year-old
"Saksenaea_vasiformis_6942651:Saksenaea vasiformis
",none,.
"Saprochaete_capitata_27495321:Saprochaete capitata
",17-65岁,29
"Saprochaete_capitata_28283014:Saprochaete capitata
",17-65岁,22-year-old
"Saprochaete_capitata_28409093:Saprochaete capitata
",17-65岁,19 year old
"Saprochaete_capitata_29198203:Saprochaete capitata
",>65岁,68 years (range 40-86
"Saprochaete_capitata_29207709:Saprochaete capitata
",17-65岁,53
"Saprochaete_capitata_32215088:Saprochaete capitata
",>65岁,80-Year Old
"Saprochaete_capitata_34416850:Saprochaete capitata
",1-17岁,16-year-old
"Scedosporium_10030078:Scedosporium
",17-65岁,forty-year-old
"Scedosporium_10959662:Scedosporium
",17-65岁,29-y-old
"Scedosporium_11747789:Scedosporium
",1-17岁,15
"Scedosporium_12490804:Scedosporium
",none,by
"Scedosporium_12688361:Scedosporium
",17-65岁,62-year-old
"Scedosporium_14515403:Scedosporium
",none,therapy
"Scedosporium_14622392:Scedosporium
",>65岁,72-year-old
"Scedosporium_18411765:Scedosporium
",>65岁,69-year-old
"Scedosporium_18473538:Scedosporium
",none,a
"Scedosporium_19672782:Scedosporium
",none,any type of patient
"Scedosporium_21059516:Scedosporium
",17-65岁,33-year-old
"Scedosporium_22032175:Scedosporium
",17-65岁,59-year-old
"Scedosporium_22124953:Scedosporium
",none,patient
"Scedosporium_22416481:Scedosporium
",>65岁,83-year-old
"Scedosporium_23518310:Scedosporium
",1-17岁,two
"Scedosporium_23908944:Scedosporium
",none,tsunami
"Scedosporium_24238227:Scedosporium
",none,ventricle
"Scedosporium_24962102:Scedosporium
",17-65岁,27
"Scedosporium_25308027:Scedosporium
",none,an immunocompetent patient
"Scedosporium_25639881:Scedosporium
",none,drowning
"Scedosporium_29094263:Scedosporium
",>65岁,68- and 87-year-old
"Scedosporium_30283549:Scedosporium
",1-17岁,13-year-old
"Scedosporium_30297214:Scedosporium
",17-65岁,31
"Scedosporium_33084474:Scedosporium
",none,a
"Scedosporium_33315292:Scedosporium
",17-65岁,24
"Scedosporium_33318800:Scedosporium
",>65岁,67-year-old
"Scedosporium_33323661:Scedosporium
",>65岁,74-year-old
"Scedosporium_33392858:Scedosporium
",none,the
"Scedosporium_33527651:Scedosporium
",none,recipient
"Scedosporium_33707042:Scedosporium
",1-17岁,13-year-old
"Scedosporium_33834145:Scedosporium
",17-65岁,54 - year-old
"Scedosporium_33923333:Scedosporium
",>65岁,90
"Scedosporium_34097886:Scedosporium
",none,Near-Drowning
"Scedosporium_34386675:Scedosporium
",none,Recipient.ABSTRACT:
"Scedosporium_34513465:Scedosporium
",>65岁,elderly
"Scedosporium_34628284:Scedosporium
",none,prophylaxis
"Scedosporium_34642117:Scedosporium
",1-17岁,nine
"Scedosporium_8199569:Scedosporium
",1-17岁,four
"Scedosporium_8389611:Scedosporium
",none,.
"Scedosporium_9042007:Scedosporium
",17-65岁,54-year-old
"Scedosporium_9279332:Scedosporium
",17-65岁,adults
"Scedosporium_9762808:Scedosporium
",>65岁,69 yr old
"Scedosporium_apiospermum_10030078:Scedosporium apiospermum
",17-65岁,forty-year-old
"Scedosporium_apiospermum_10959662:Scedosporium apiospermum
",17-65岁,29-y-old
"Scedosporium_apiospermum_11747789:Scedosporium apiospermum
",none,infections
"Scedosporium_apiospermum_12490804:Scedosporium apiospermum
",none,the
"Scedosporium_apiospermum_12688361:Scedosporium apiospermum
",17-65岁,62-year-old
"Scedosporium_apiospermum_14515403:Scedosporium apiospermum
",none,therapy
"Scedosporium_apiospermum_14622392:Scedosporium apiospermum
",>65岁,72-year-old
"Scedosporium_apiospermum_17335882:Scedosporium apiospermum
",17-65岁,24 to 40
"Scedosporium_apiospermum_18411765:Scedosporium apiospermum
",>65岁,69-year-old
"Scedosporium_apiospermum_18473538:Scedosporium apiospermum
",none,a
"Scedosporium_apiospermum_19672782:Scedosporium apiospermum
",none,any type
"Scedosporium_apiospermum_21059516:Scedosporium apiospermum
",17-65岁,33-year-old
"Scedosporium_apiospermum_22032175:Scedosporium apiospermum
",17-65岁,59-year-old
"Scedosporium_apiospermum_22124953:Scedosporium apiospermum
",none,patient
"Scedosporium_apiospermum_22335254:Scedosporium apiospermum
",none,.
"Scedosporium_apiospermum_22416481:Scedosporium apiospermum
",>65岁,83-year-old
"Scedosporium_apiospermum_23518310:Scedosporium apiospermum
",1-17岁,two
"Scedosporium_apiospermum_23908944:Scedosporium apiospermum
",none,other
"Scedosporium_apiospermum_24238227:Scedosporium apiospermum
",none,this case report
"Scedosporium_apiospermum_24962102:Scedosporium apiospermum
",17-65岁,27
"Scedosporium_apiospermum_25308027:Scedosporium apiospermum
",none,an immunocompetent patient
"Scedosporium_apiospermum_25639881:Scedosporium apiospermum
",1-17岁,13
"Scedosporium_apiospermum_28762125:Scedosporium apiospermum
",none,enabling
"Scedosporium_apiospermum_29094263:Scedosporium apiospermum
",>65岁,68- and 87
"Scedosporium_apiospermum_30283549:Scedosporium apiospermum
",1-17岁,13-year-old
"Scedosporium_apiospermum_30297214:Scedosporium apiospermum
",17-65岁,31
"Scedosporium_apiospermum_33084474:Scedosporium apiospermum
",none,a
"Scedosporium_apiospermum_33315292:Scedosporium apiospermum
",17-65岁,24
"Scedosporium_apiospermum_33318800:Scedosporium apiospermum
",>65岁,67-year-old
"Scedosporium_apiospermum_33323661:Scedosporium apiospermum
",>65岁,74-year-old
"Scedosporium_apiospermum_33392858:Scedosporium apiospermum
",none,Scedosporium
"Scedosporium_apiospermum_33527651:Scedosporium apiospermum
",none,male
"Scedosporium_apiospermum_33707042:Scedosporium apiospermum
",1-17岁,13-year-old
"Scedosporium_apiospermum_33834145:Scedosporium apiospermum
",17-65岁,54 - year-old
"Scedosporium_apiospermum_33923333:Scedosporium apiospermum
",>65岁,90
"Scedosporium_apiospermum_34097886:Scedosporium apiospermum
",none,Near-Drowning
"Scedosporium_apiospermum_34386675:Scedosporium apiospermum
",none,Recipient.ABSTRACT:
"Scedosporium_apiospermum_34513465:Scedosporium apiospermum
",>65岁,elderly
"Scedosporium_apiospermum_34535388:Scedosporium apiospermum
",1-17岁,ninety-eight
"Scedosporium_apiospermum_34628284:Scedosporium apiospermum
",17-65岁,30
"Scedosporium_apiospermum_34642117:Scedosporium apiospermum
",1-17岁,nine
"Scedosporium_apiospermum_34829210:Scedosporium apiospermum
",none,observational
"Scedosporium_apiospermum_8199569:Scedosporium apiospermum
",1-17岁,four
"Scedosporium_apiospermum_8389611:Scedosporium apiospermum
",none,report
"Scedosporium_apiospermum_9042007:Scedosporium apiospermum
",17-65岁,54-year-old
"Scedosporium_apiospermum_9279332:Scedosporium apiospermum
",17-65岁,adults
"Scedosporium_apiospermum_9762808:Scedosporium apiospermum
",>65岁,69 yr old
"Scedosporium_aurantiacum_19549223:Scedosporium aurantiacum
",none,death
"Scedosporium_aurantiacum_19906904:Scedosporium aurantiacum
",>65岁,69
"Scedosporium_aurantiacum_21067328:Scedosporium aurantiacum
",17-65岁,adult
"Scedosporium_aurantiacum_24238227:Scedosporium aurantiacum
",none,this case report
"Scedosporium_aurantiacum_33392858:Scedosporium aurantiacum
",none,Scedosporium
"Scedosporium_aurantiacum_34386675:Scedosporium aurantiacum
",none,Recipient.ABSTRACT:
"Scedosporium_boydii_10030078:Scedosporium boydii
",17-65岁,forty-year-old
"Scedosporium_boydii_10959662:Scedosporium boydii
",17-65岁,29-y-old
"Scedosporium_boydii_11747789:Scedosporium boydii
",none,.
"Scedosporium_boydii_12490804:Scedosporium boydii
",none,transplant
"Scedosporium_boydii_12688361:Scedosporium boydii
",17-65岁,62-year-old
"Scedosporium_boydii_14515403:Scedosporium boydii
",none,therapy
"Scedosporium_boydii_14622392:Scedosporium boydii
",>65岁,72-year-old
"Scedosporium_boydii_17335882:Scedosporium boydii
",17-65岁,24 to 40
"Scedosporium_boydii_18411765:Scedosporium boydii
",>65岁,69-year-old
"Scedosporium_boydii_18473538:Scedosporium boydii
",none,a
"Scedosporium_boydii_19672782:Scedosporium boydii
",none,any type
"Scedosporium_boydii_21059516:Scedosporium boydii
",17-65岁,33-year-old
"Scedosporium_boydii_21963577:Scedosporium boydii
",none,.
"Scedosporium_boydii_22032175:Scedosporium boydii
",17-65岁,59-year-old
"Scedosporium_boydii_22124953:Scedosporium boydii
",none,patient
"Scedosporium_boydii_22335254:Scedosporium boydii
",none,agricultural
"Scedosporium_boydii_22416481:Scedosporium boydii
",>65岁,83-year-old
"Scedosporium_boydii_23518310:Scedosporium boydii
",1-17岁,two
"Scedosporium_boydii_23908944:Scedosporium boydii
",none,other
"Scedosporium_boydii_24962102:Scedosporium boydii
",17-65岁,27
"Scedosporium_boydii_25308027:Scedosporium boydii
",none,an immunocompetent patient
"Scedosporium_boydii_25639881:Scedosporium boydii
",1-17岁,13
"Scedosporium_boydii_27837497:Scedosporium boydii
",none,most
"Scedosporium_boydii_28762125:Scedosporium boydii
",none,enabling
"Scedosporium_boydii_29094263:Scedosporium boydii
",>65岁,68- and 87
"Scedosporium_boydii_30283549:Scedosporium boydii
",1-17岁,13-year-old
"Scedosporium_boydii_30297214:Scedosporium boydii
",17-65岁,31
"Scedosporium_boydii_33315292:Scedosporium boydii
",17-65岁,24
"Scedosporium_boydii_33318800:Scedosporium boydii
",>65岁,67-year-old
"Scedosporium_boydii_33323661:Scedosporium boydii
",>65岁,74-year-old
"Scedosporium_boydii_33338319:Scedosporium boydii
",none,emerging
"Scedosporium_boydii_33392858:Scedosporium boydii
",none,important for appropriate selection of antifungal agents and improvement of treatment outcomes.
"Scedosporium_boydii_33527651:Scedosporium boydii
",none,recipient
"Scedosporium_boydii_33707042:Scedosporium boydii
",1-17岁,13-year-old
"Scedosporium_boydii_33834145:Scedosporium boydii
",17-65岁,54 - year-old
"Scedosporium_boydii_33923333:Scedosporium boydii
",>65岁,90
"Scedosporium_boydii_34097886:Scedosporium boydii
",none,Near-Drowning
"Scedosporium_boydii_34160012:Scedosporium boydii
",17-65岁,20
"Scedosporium_boydii_34386675:Scedosporium boydii
",none,Recipient.ABSTRACT:
"Scedosporium_boydii_34513465:Scedosporium boydii
",>65岁,elderly
"Scedosporium_boydii_34535388:Scedosporium boydii
",1-17岁,ninety-eight
"Scedosporium_boydii_34642117:Scedosporium boydii
",none,IS
"Scedosporium_boydii_34916813:Scedosporium boydii
",none,the CF
"Scedosporium_boydii_8199569:Scedosporium boydii
",1-17岁,four
"Scedosporium_boydii_8389611:Scedosporium boydii
",none,.
"Scedosporium_boydii_9042007:Scedosporium boydii
",17-65岁,54-year-old
"Scedosporium_boydii_9279332:Scedosporium boydii
",17-65岁,adults
"Scedosporium_boydii_9762808:Scedosporium boydii
",>65岁,69 yr old
"Scedosporium_inflatum_10030078:Scedosporium inflatum
",17-65岁,forty-year-old
"Scedosporium_inflatum_10959662:Scedosporium inflatum
",17-65岁,29-y-old
"Scedosporium_inflatum_11747789:Scedosporium inflatum
",none,infections
"Scedosporium_inflatum_12490804:Scedosporium inflatum
",none,the
"Scedosporium_inflatum_12688361:Scedosporium inflatum
",17-65岁,62-year-old
"Scedosporium_inflatum_14515403:Scedosporium inflatum
",none,therapy
"Scedosporium_inflatum_14622392:Scedosporium inflatum
",>65岁,72-year-old
"Scedosporium_inflatum_17335882:Scedosporium inflatum
",17-65岁,24 to 40
"Scedosporium_inflatum_18411765:Scedosporium inflatum
",>65岁,69-year-old
"Scedosporium_inflatum_18473538:Scedosporium inflatum
",none,a
"Scedosporium_inflatum_19672782:Scedosporium inflatum
",none,any type
"Scedosporium_inflatum_21059516:Scedosporium inflatum
",17-65岁,33-year-old
"Scedosporium_inflatum_22032175:Scedosporium inflatum
",17-65岁,59-year-old
"Scedosporium_inflatum_22124953:Scedosporium inflatum
",none,patient
"Scedosporium_inflatum_22335254:Scedosporium inflatum
",none,.
"Scedosporium_inflatum_22416481:Scedosporium inflatum
",>65岁,83-year-old
"Scedosporium_inflatum_23518310:Scedosporium inflatum
",1-17岁,two
