,evi,evi_origin
"Phialosimplex_33210776:Phialosimplex
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",Bronchoalveolar lavage Bronchoalveolar lavage was performed in two patients with positive Aspergillus fumigatus cultures lavage Bronchoalveolar lavage was performed B cultures lavage was performed in two patients with positive Aspergillus fumigatus cultures Bronchoalveolar lavage was performed in two patients with positive Aspergillus fumigatus Bronchoalveolar lava positive Aspergillus fumigatus cultures Bronchoalveolar lavage was performed in two patients with positive Aspergillus fumigatus cultures and galactomannan performed in two patients with positive Aspergillus fumigatus cultures Bronchoalveolar lavage was performed in two patients with positive Aspergillus fumigatus cultures Bronchoalveolar lavage was Bronchoalveolar Bronchoalveolar lavage was performed in two patients with positive Aspergillus fumigatus cultures and Bronchoalveolar lavage was performed in two patients lavage was performed two patients with positive Aspergillus fumigatus cultures
"Phialosimplex_33217071:Phialosimplex
",none,"fungal infections COVID-19-associated pulmonary aspergillosis infections pulmonary aspergillosis reemergent fungal infections invasive fungal infections (IFIs) and describe possible associated risk factors secondary fungal infections emergent and highly resistant reemergent fungal infections associated pulmonary aspergillosis seven patients with COVID-19-associated pulmonary aspergillosis world, further reports are needed to assess the frequency of emergent and highly resistant reemergent fungal infections invasive fungal infections -associated pulmonary aspergillosis aspergillosis highly resistant reemergent fungal infections patients with COVID-19-associated pulmonary aspergillosis severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection opportunistic invasive aspergillosis Prevalence of opportunistic invasive aspergillosis coinfections are leading a significant number of patients with COVID-19 to death due to complications following the primary viral disease"
"Phialosimplex_33277340:Phialosimplex
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4","fluid BAL fluid respiratory sample any respiratory sample test on BAL fluid test from any respiratory sample positive Aspergillus test on BAL fluid sample on BAL fluid Aspergillus test from any respiratory sample a positive Aspergillus test on BAL fluid Aspergillus test on BAL fluid Any positive Aspergillus test from any respiratory sample bronchoalveolar lavage fluid positive Aspergillus test from any respiratory sample logistic regression analysis, the odds ratio, OR (95% CI) for a positive Aspergillus test on BAL fluid test from any respiratory sample Aspergillus test analysis, the odds ratio, OR (95% CI) for a positive Aspergillus test on BAL fluid"
"Phialosimplex_33284723:Phialosimplex
",none,"microbiological analysis analysis microbiological identified via microbiological analysis Fusarium was identified via microbiological analysis micro microbiological analysis, via microbiological analysis microbio After Fusarium was identified via microbiological analysis Fusarium was identified via microbiological analysis, was identified via microbiological analysis microbiological analysis, the antifungal agent radiologic and histopathologic findings between these conditions. After Fusarium was identified via microbiological analysis identified via microbiological Fusarium was identified via microbiological microbiological analysis, the antifungal agent was changed, and the patient recovered fully microbiological analysis, the antifungal agent was changed, and the patient identified via micro Fusarium was identified via micro"
"Phialosimplex_33333012:Phialosimplex
",none,"azole-resistant aspergillus airway epithelium aspergillosis. COVID-19-associated pulmonary aspergillosis clinical research and up-to-date recommendations for clinical management of the diagnosis and treatment of COVID-19-associated pulmonary aspergillosis pulmonary aspergillosis clinical management of the diagnosis and treatment of COVID-19-associated pulmonary aspergillosis airway epithelium, enabling aspergillus invasion caused by azole-resistant aspergillus direct damage to the airway epithelium aspergillus the airway epithelium aspergillus invasion airway epithelium, enabling aspergillus Severe acute respiratory syndrome coronavirus 2 causes direct damage to the airway epithelium epithelium direct damage to the airway epithelium, enabling aspergillus invasion a consensus statement on defining and managing COVID-19-associated pulmonary aspergillosis medical mycology societies airway epithelium, enabling aspergillus invasion. Reports of COVID-19-associated pulmonary aspergillosis"
"Phialosimplex_33375928:Phialosimplex
",none,"high resolution computed tomography (HRCT) of the chest on admission showed diffuse miliary nodules diffuse miliary nodules high resolution computed tomography (HRCT high resolution computed tomography miliary nodules high resolution computed tomography (HRCT) of the chest on admission high resolution computed tomography (HRCT) high resolution computed tomography (HRCT) of the chest high nodules high resolution computed tomo computed tomography (HRCT) of the chest on admission showed diffuse miliary nodules HRCT) of the chest on admission showed diffuse miliary nodules chest on admission showed diffuse miliary nodules As high resolution computed tomography (HRCT) of the chest on admission showed diffuse miliary nodules admission showed diffuse miliary nodules diffuse miliary nodules, a miliary tuberculosis diffuse miliary nodules, a miliary tuberculosis was initially suspected. However, further investigations the chest on admission showed diffuse miliary nodules resolution computed tomography (HRCT) of the chest on admission showed diffuse miliary nodules"
"Phialosimplex_33388572:Phialosimplex
",none,". Invasive pulmonary aspergillosis SPECIES:PhialosimplexID:33388572TITLE:Invasive pulmonary aspergillosis PhialosimplexID:33388572TITLE:Invasive pulmonary aspergillosis opportunistic infections when providing immune modulating therapy therapy opportunistic infections opportunistic infections when providing immune modulating therapy. therapy. SPECIES:PhialosimplexID:33388572TITLE:Invasive pulmonary aspergillosis after treatment with tocilizumab in a patient with COVID-19 ARDS: a case report.ABSTRACT:Tocilizumab, tocilizumab in a patient with COVID-19 ARDS: a case report Invasive pulmonary aspergillosis after treatment with tocilizumab opportunistic infections when providing immune modulating COVID-19 ARDS: a case report SPECIES:PhialosimplexID:33388572TITLE:Invasive pulmonary aspergillosis after treatment with tocilizumab tocilizumab interleukin-6 receptor antagonist coronavirus disease-2019 opportunistic infections when providing coronavirus disease-2019. We present the case of a previously immunocompetent man"
"Phialosimplex_33500209:Phialosimplex
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"DNA was found in serum and blood samples serum and blood samples Aspergillus section Fumigati DNA was found in serum and blood samples blood samples DNA Aspergillus section Fumigati DNA Galactomannan and Aspergillus DNA detection serum with ratio >=0.5). In addition, Aspergillus section Fumigati DNA was found in serum and blood samples samples found in serum and blood samples Galactomannan and Aspergillus DNA DNA was found in serum serum Fumigati DNA was found in serum and blood samples Aspergillus section Fumigati DNA was found in serum and blood samples. DNA detection galactomannan tests on serum with ratio >=0.5). In addition, Aspergillus section Fumigati DNA serum with ratio >=0.5). In addition, Aspergillus section Fumigati DNA Aspergillus section Fumigati DNA was found in serum Galactomannan"
"Phialosimplex_33527098:Phialosimplex
",none,mold infection with Aspergillus fumigatus and Rhizopus microsporus Aspergillus fumigatus and Rhizopus microsporus mold infection Mixed mold infection with Aspergillus fumigatus and Rhizopus microsporus Rhizopus microsporus infection with Aspergillus fumigatus and Rhizopus microsporus Mixed mold infection infection mold infection with Aspergillus fumigatus Aspergillus fumigatus PhialosimplexID:33527098TITLE:Mixed mold infection Mixed mold infection with Aspergillus fumigatus infection with Aspergillus fumigatus mold PhialosimplexID:33527098TITLE:Mixed mold infection with Aspergillus fumigatus a Severe Acute Respiratory syndrome Coronavirus 2 (SARS-CoV-2) patient Mixed mold Severe Acute Respiratory syndrome Coronavirus 2 (SARS-CoV-2) patient mold infection with PhialosimplexID:33527098TITLE:Mixed mold
"Phialosimplex_33539721:Phialosimplex
",none,"cultures patient cultures Aspergillus fumigatus was identified in 80.3% of patient cultures identified in 80.3% of patient cultures coronavirus disease diagnosis. Aspergillus fumigatus was identified in 80.3% of patient cultures Aspergillus fumigatus was identified in 80.3% of patient cultures, fumigatus was identified in 80.3% of patient cultures fumigatus was identified in 80.3% of patient cultures, 80.3% of patient cultures was identified in 80.3% of patient cultures patient Aspergillus fumigatus Aspergillus fumigatus was identified in 80.3% of patient identified in 80.3% of patient cultures, 4 of which were azole-resistant. Most (52.7%) patients received voriconazole Aspergillus fumigatus was identified identified patient cultures, 4 of which were azole-resistant. Most (52.7%) patients received voriconazole coronavirus disease diagnosis. Aspergillus fumigatus ICU"
"Phialosimplex_33569857:Phialosimplex
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"PCR mechanically ventilated patients between the two waves, and whether it could be attributed to dexamethasone SARS-CoV-2 therapy therapy prospective case series environmental TR34 /L98H azole-resistant Aspergillus fumigatus isolates single-center prospective case series case series dexamethasone SARS-CoV-2 therapy a single-center prospective case series environmental TR34 /L98H azole-resistant Aspergillus fumigatus isolate isolates mechanically ventilated patients SARS-CoV-2 therapy incidence in mechanically ventilated patients two waves, and whether it could be attributed to dexamethasone SARS-CoV-2 therapy incidence CAPA cases isolate series PCR positive"
"Phialosimplex_33576014:Phialosimplex
",1：同时具备肺组织病理+病原学证据,"histopathological histopathological proven case of fatal COVID-19 associated pulmonary aspergillosis his histopathological proven histopathological proven case of fatal COVID-19 associated pulmonary aspergillosis (CAPA) histopathological proven case of fatal COVID-19 associated pulmonary aspergillosis (CAPA histopath histop histopathological proven case ICU-patients ICU aspergillosis are increasingly reported. We present a histopathological a histopathological Severe COVID-19 patients complicated with aspergillosis are increasingly reported. We present a histopathological aspergillosis proven case of fatal COVID-19 associated pulmonary aspergillosis aspergillosis are increasingly reported. We present a histopathological proven case of fatal COVID-19 associated pulmonary aspergillosis fatal COVID-19 associated pulmonary aspergillosis a histopathological proven case of fatal COVID-19 associated pulmonary aspergillosis histopathological proven case of fatal COVID-19 associated pulmonary aspergillosis (CAPA), due to Aspergillus flavus."
"Phialosimplex_33606324:Phialosimplex
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,PCR and or culture TA samples were collected twice a week for Aspergillus screening by PCR and or culture PCR TA samples culture TA samples were collected twice a week for Aspergillus screening by PCR PCR and or culture. Bronchoalveolar lavage (BAL) sampling screening by PCR and or culture PCR and or culture. or culture samples were collected twice a week for Aspergillus screening by PCR and or culture PC screening by PCR TA samples were collected twice a week for Aspergillus screening samples culture. Bronchoalveolar lavage (BAL) sampling samples were collected twice a week for Aspergillus screening by PCR Aspergillus screening by PCR and or culture TA samples were collected twice a week for Aspergillus screening by PC Bronchoalveolar lavage (BAL) sampling
"Phialosimplex_33635372:Phialosimplex
",none,invasive mycosis: COVID-19-associated pulmonary aspergillosis COVID-19-associated pulmonary aspergillosis invasive mycosis 33635372TITLE:[What is new ... in the treatment of invasive mycosis invasive mycos PhialosimplexID:33635372TITLE:[What is new ... in the treatment of invasive mycos invasive mycosis: COVID-19-associated pulmonary aspergillosis] invasive mycosis: COVID-19-associated pulmonary aspergillosis].ABSTRACT PhialosimplexID invasive mycosis: COVID-19-associated pulmonary aspergill PhialosimplexID:33635372TITLE:[What is new ... SPECIES:PhialosimplexID SPECIES COVID-19-associated pulmonary aspergillosis] SPECIES:PhialosimplexID:33635372TITLE:[What is new ... 33635372TITLE:[What is new ... in the treatment of invasive mycos PhialosimplexID:33635372TITLE: COVID-19-associated pulmonary aspergillosis].ABSTRACT SPECIES:PhialosimplexID:33635372TITLE: COVID-19-associated pulmonary aspergill
"Phialosimplex_33645461:Phialosimplex
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",bronchoalveolar lavage fluid bronchoalveolar lavage fluid br lavage fluid. lavage fluid on bronchoalveolar lavage fluid bronchoalveolar lava detected on bronchoalveolar lavage fluid P. jirovecii was detected on bronchoalveolar lavage fluid bronchoalveolar lavage fluid. bronchoalveolar lavage new ground-glass opacities and P. jirovecii was detected on bronchoalveolar lavage fluid broncho bronchoal was detected on bronchoalveolar lavage fluid on bronchoalveolar lavage detected on bronchoalveolar lavage on br
"Phialosimplex_33662326:Phialosimplex
",none,Diagnostic dilemma in COVID-19-associated pulmonary aspergillosis COVID-19-associated pulmonary aspergillosis pulmonary aspergillosis 33662326TITLE:Diagnostic dilemma in COVID-19-associated pulmonary aspergillosis aspergillosis.ABSTRACT: Diagnostic dilemma in COVID-19-associated pulmonary aspergill COVID-19-associated pulmonary aspergill Diagnostic dilemma PhialosimplexID:33662326TITLE:Diagnostic dilemma PhialosimplexID SPECIES:PhialosimplexID:33662326TITLE:Diagnostic dilemma pulmonary aspergill 33662326TITLE:Diagnostic dilemma in COVID-19-associated pulmonary aspergill Diagnostic dilemma in COVID-19-associated pulmonary asper SPECIES:PhialosimplexID Diagnostic dilemma in COVID-19-associated pulmonary aspergillosis.ABSTRACT 33662326TITLE:Diagnostic dilemma COVID-19-associated pulmonary asper Diagnostic dilemma in COVID-19 COVID-19-associated pulmonary aspergillosis.ABSTRACT
"Phialosimplex_33674201:Phialosimplex
",5：气管吸出物或痰/BALF纯培养或优势培养出病原体,"sputum cultured from sputum sputum. cultured culture cultured from sputum. from sputum s cultured from s cultured from Aspergillus fumigatus was cultured from sputum fumigatus was cultured from sputum. was cultured from sputum Aspergillus fumigatus was cultured sput Aspergillus fumigatus was culture from s fumigatus was cultured from sputum fumigatus was cultured lung, and Aspergillus fumigatus was cultured from sputum"
"Phialosimplex_33684835:Phialosimplex
",5：气管吸出物或痰/BALF纯培养或优势培养出病原体,"Aspergillus ochraceus lower respiratory secretions histopathological evidence Galactomannan test, culture-positive, and histopathological evidence Galactomannan test culture-positive, and histopathological evidence positive Galactomannan test, culture-positive, and histopathological evidence ochraceus histopathological the positive Galactomannan test, culture-positive, and histopathological evidence positive Galactomannan test respiratory secretions Aspergillus species in lower respiratory secretions Galactomannan test, culture-positive, and histopathological evidence Galactomannan test, culture-positive, and histopathological evidence. Aspergillus the positive Galactomannan test secretions species in lower respiratory secretions"
"Phialosimplex_33724423:Phialosimplex
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",bronchoalveolar lavage serum or bronchoalveolar lavage serum bronchoalveolar lavage galactomannan measurements serum or bronchoalveolar lavage galactomannan measurements bronchoalveolar lavage galactomannan serum or bronchoalveolar lavage galactomannan lavage galactomannan measurements br or bronchoalveolar lavage serum or br serum or bronchoalveolar lavage gal lavage galactomannan measurements. bronchoalveolar lava galactomannan serum or bronchoalveolar lavage gal bronchoalveolar lavage galactoman measurements
"Phialosimplex_33746045:Phialosimplex
",none,"infection secondary infection antimicrobial stewardship program, quality diagnosis, and aggressive infection control measures may help prevent the occurrence of MDROs antimicrobials MDROs quality diagnosis, and aggressive infection control measures may help prevent the occurrence of MDROs antimicrobials according to the principles of antimicrobial stewardship program, quality diagnosis, and aggressive infection control measures Appropriate prescription and optimized use of antimicrobials antimicrobial stewardship program, quality diagnosis, and aggressive infection control measures infection. Appropriate prescription and optimized use of antimicrobials antimicrobials according to the principles of antimicrobial stewardship program, quality diagnosis secondary infection. Appropriate prescription and optimized use of antimicrobials . antimicrobial stewardship program, quality diagnosis this pandemic MDROs during this pandemic quality diagnosis, and aggressive infection control measures antimicrobial carbapenem-resistant New Delhi metallo-beta-lactamase-producing Enterobacterales multi-triazole-resistant Aspergillus fumigatus"
"Phialosimplex_33760284:Phialosimplex
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4","investigation clinical specimens clinical specimens obtained mycological diagnosis mycological clinical specimens obtained for establishing a mycological diagnosis clinical specimens obtained for establishing a mycological mycological diagnosis of IA critically ill patients, most common definitions used to define IA in this population, and most common clinical specimens critically ill patients, most common definitions used to define IA in this population, and most common clinical specimens obtained clinical specimens obtained for establishing a mycological diagnosis of IA IA in critically ill patients, most common definitions used to define IA in this population, and most common clinical specimens IA in critically ill patients, most common definitions used to define IA in this population, and most common clinical specimens obtained mycological diagnosis of IA in the critically ill most common clinical specimens most common clinical specimens obtained obtained most common definitions used to define IA in this population, and most common clinical specimens epidemiology of IA in critically ill patients, most common definitions used to define IA in this population, and most common clinical specimens most common definitions used to define IA in this population, and most common clinical specimens obtained"
"Phialosimplex_33796902:Phialosimplex
",none,bronchial necrosis secondary to radiotherapy that was treated with lung autotransplantation bronchial necrosis secondary to radiotherapy bronchial necrosis broad necrosis and infection of the right bronchus infection of the right bronchus bronchus right bronchus lung autotransplantation broad necrosis and infection infection necrosis and infection of the right bronchus bronchial bronchia bronchial necrosis secondary to radiotherapy that was treated with lung autotransplantation. necrosis secondary to radiotherapy that was treated with lung autotransplantation bronchial necrosis accompanied by infection with Aspergillus fumigatus the right bronchus radiotherapy that was treated with lung autotransplantation bronchial necrosis secondary to radiotherapy that was treated with lung autotransplant necrosis and infection
"Phialosimplex_33808931:Phialosimplex
",1：同时具备肺组织病理+病原学证据,post-mortem lung biopsy positive culture of post-mortem lung biopsy positive culture lung biopsy culture of post-mortem lung biopsy culture biopsy biopsy. post-mortem lung bio positive culture of post-mortem lung bio positive mortem lung biopsy lung bio post positive culture of post culture of post-mortem lung bio culture of post bio mortem lung bio COVID-19 and Staphylococcus aureus Pneumonia
"Phialosimplex_33810263:Phialosimplex
",none,"PCT and CRP available levels PCT PCT and CRP available levels on admission were included, 1186 with primary viral pneumonia (PVP) and 422 with bacterial Co-infection PCT/CRP value PCT and CRP available levels on admission PCT and CRP PCT and CRP available PC PCT/CRP value at ICU admission was not associated with mortality in severe influenza pneumonia biomarkers have enough discriminatory power to be used for predicting the causative microorganism of the co-infection PCT/CRP value at ICU admission PCT/CRP CRP value GNB. Conclusions: a single PCT/CRP value PCT/CRP value at ICU admission was not associated with mortality in severe influenza pneumonia. None of the biomarkers available levels ICUs (2009-2018). Results: 1608 patients with severe influenza pneumonia with PCT and CRP available levels levels value biomarkers have enough discriminatory power to be used for predicting the causative microorganism"
"Phialosimplex_33867266:Phialosimplex
",5：气管吸出物或痰/BALF纯培养或优势培养出病原体,tracheal aspirate cultured from the tracheal aspirate the tracheal aspirate cultured culture aspirate from the tracheal aspirate t Aspergillus fumigatus was cultured from the tracheal aspirate cultured from the t tracheal aspi fumigatus was cultured from the tracheal aspirate cultured from tracheal cultured from the tracheal aspi cultured from the was cultured from the tracheal aspirate cultured from the tracheal Aspergillus fumigatus was cultured the t
"Phialosimplex_34009676:Phialosimplex
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,Mycological analysis Mycological analysis My PCR-positive swab Mycological analysis revealed infection Mycological analysis revealed infection with Mucor and Aspergillus species swab Mycological analysis revealed infection with Mucor and Aspergillus Mycological analysis revealed Mycological analysis revealed infection with Mu Mycological analysis revealed infection with Mucor and Aspergillus species in 77.8% and 30.6% of patients Mycological analysis revealed infection with PCR associated disease was diabetes mellitus (27.8%). Mycological analysis surgical debridement with antifungal medications except for two patients with PCR-positive swab diabetes mellitus (27.8%). Mycological analysis antifungal medications except for two patients with PCR-positive swab PC positive swab
"Phialosimplex_34016284:Phialosimplex
",none,"Aspergillus species Aspergillus species Epidemiology, Diagnosis, and Treatment.ABSTRACT:The spectrum of disease produced by Aspergillus species Aspergillus species ranges from allergic syndromes to chronic pulmonary conditions and invasive infections Aspergillus species ranges from allergic syndromes to chronic pulmonary conditions and invasive infections. Invasive aspergillosis ABSTRACT:The spectrum of disease produced by Aspergillus species Epidemiology, Diagnosis, and Treatment.ABSTRACT:The spectrum of disease produced by Aspergillus species ranges from allergic syndromes to chronic pulmonary conditions and invasive infections Aspergillosis species ranges from allergic syndromes to chronic pulmonary conditions and invasive infections. Invasive aspergillosis allergic syndromes to chronic pulmonary conditions and invasive infections ABSTRACT:The spectrum of disease produced by Aspergillus chronic pulmonary conditions and invasive infections allergic syndromes to chronic pulmonary conditions and invasive infections. Invasive aspergillosis chronic pulmonary conditions and invasive infections. Invasive aspergillosis Aspergillus species ranges from allergic syndromes to chronic pulmonary conditions and invasive infections. ABSTRACT:The spectrum of disease produced by Aspergillus species ranges from allergic syndromes to chronic pulmonary conditions and invasive infections PhialosimplexID:34016284TITLE:Aspergillosis Invasive aspergillosis"
"Phialosimplex_34139578:Phialosimplex
",none,"fungal pneumonia in kidney transplant recipients fungal pneumonia kidney transplant recipients fungal pneumonia in kidney transplant recipients including Pneumocystis, Aspergillus fungal pneumonia in kidney transplant main causes of fungal pneumonia in kidney transplant recipients fungal pneumonia in kidney transplant recipients main causes of fungal pneumonia the main causes of fungal pneumonia in kidney transplant recipients fungal pneumonia in kidney transplant recipients including Pneumocystis, Aspergillus, Cryptococcus pneumonia the main causes of fungal pneumonia fungal pneumonia in kidney transplant recipients including Pneumocystis Fungal pneumonia is a dreaded complication encountered after kidney transplantation This review will focus on the main causes of fungal pneumonia in kidney transplant recipients This review will focus on the main causes of fungal pneumonia Fungal pneumonia in kidney transplant recipients.ABSTRACT:Fungal pneumonia is a dreaded complication encountered after kidney transplantation kidney transplantation kidney transplant recipients including Pneumocystis, Aspergillus, Cryptococcus, mucormycetes"
"Phialosimplex_34143393:Phialosimplex
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",bronchoalveolar lavage fluid bronchoalveolar lavage br bronchoalveolar lavage fluid Aspergillus galactomannan fluid bronchoal bronchoalveolar lavage fluid Aspergillus galactomannan in one case bronchoalveolar lavage fluid Aspergillus galactomannan in one case. None of the patients who developed CAPA bronchoalveolar lava bronchoalveolar lavage fluid broncho by bronchoalveolar lavage fluid lavage by bronchoalveolar lavage fluid Aspergillus galactomannan in one case. None of the patients who developed CAPA had classic risk factors for invasive fungal infection fluid Aspergillus galactomannan lavage fluid Aspergillus galactomannan by br fluid Aspergillus galactomannan in one case
"Phialosimplex_34143533:Phialosimplex
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"airway specimens airway specimens (detected by culture, galactomannan antigen, or specific PCR culture, galactomannan antigen, or specific PCR respiratory Aspergillus colonization respiratory Aspergillus colonization and IPA specimens airway specimens (detected by culture Aspergillus in airway specimens . respiratory Aspergillus in airway specimens culture specimens (detected by culture, galactomannan antigen, or specific PCR PCR galactomannan antigen, or specific PCR respiratory detected by culture, galactomannan antigen, or specific PCR Aspergillus in airway specimens (detected by culture, galactomannan antigen, or specific PCR in airway specimens (detected by culture, galactomannan antigen, or specific PCR airway specimens (detected by culture, galactomannan antigen"
"Phialosimplex_34146056:Phialosimplex
",none,"fungus fungus as the causative organism grew fungus Five of the seven eyes grew fungus grew grew fungus as the causative organism intravitreal antifungal therapy. Five of the seven eyes grew fungus fungus as the causative organism (Candida sp. in four eyes, Aspergillus sp. in one eye) fungus as the causative organism (Candida sp. in four eyes, Aspergillus sp. in one eye vitrectomy (PPV) with intravitreal antifungal therapy. Five of the seven eyes grew fungus PPV) with intravitreal antifungal therapy. Five of the seven eyes grew fungus Five of the seven eyes grew seven eyes grew fungus Five of the seven eyes grew fungus as the causative organism intravitreal antifungal therapy. Five of the seven eyes grew vitrectomy (PPV) with intravitreal antifungal therapy. Five of the seven eyes grew PPV) with intravitreal antifungal therapy. Five of the seven eyes grew pars plana vitrectomy (PPV) with intravitreal antifungal therapy intravitreal antifungal therapy. Five of the seven eyes grew fungus as the causative organism grew fungus as the causative organism (Candida sp. in four eyes, Aspergillus sp. in one eye)"
"Phialosimplex_34157166:Phialosimplex
",1：同时具备肺组织病理+病原学证据,"histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies autopsies autopsies, laboratory-confirmed autopsies a series of 45 consecutive COVID-19 laboratory-confirmed autopsies histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autops the incidence of histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies 45 consecutive COVID-19 laboratory-confirmed autopsies histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies, CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies histologically diagnosed CAPA COVID-19 laboratory-confirmed autopsies diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed autopsies, performed histologically diagnosed CAPA in a series of 45 consecutive COVID-19 laboratory-confirmed auto his histological histo autops autopsies, performed"
"Phialosimplex_34160631:Phialosimplex
",1：同时具备肺组织病理+病原学证据,"bronchoalveolar lavage (BAL bronchoalveolar lavage bronchoalveolar lavage (BAL) Bronchoscopy and bronchoalveolar lavage (BAL Bronchoscopy and bronchoalveolar lavage bronchoalveolar lava bronchoalveolar lavage (BAL) remain the cornerstone of CAPA diagnosis bronchoalveolar br bronchoalveolar lavage (BAL) remain the cornerstone of CAPA BAL Bronchoscopy and bronchoalveolar lavage (BAL) Bronchoscopy lavage (BAL lavage respiratory colonization, tissue invasion and angioinvasive disease respiratory colonization GRADE methodology respiratory colonization, tissue invasion and angioinvasive disease. Knowledge gaps including true epidemiology, optimal diagnostic work-up Bronchoscopy and bronchoalveolar lava"
"Phialosimplex_34173984:Phialosimplex
","4：气管镜活检组织培养出病原体,或者支气管肺泡灌洗液（BALF）定量培养>10**4",Broncho alveolar lavage lavage alveolar lavage MM underwent Broncho alveolar lavage patients with MM underwent Broncho alveolar lavage underwent Broncho alveolar lavage analyzed patients with MM underwent Broncho alveolar lavage Broncho alveolar lavage for pneumonia lavage for pneumonia Broncho alveolar lava bronchoscopy pneumonia B alveolar lavage for pneumonia Broncho Broncho alveolar lavage for MM underwent Broncho alveolar lavage for pneumonia diagnostic bronchoscopy Broncho alveolar pneumonia at Rambam Hospital during a 13-year period from July 2005 to February 2018. We focused on those with Aspergillus pneumonia
"Phialosimplex_34174895:Phialosimplex
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,next generation sequencing sequencing next-generation sequencing chest radiograph the next generation sequencing This successful application of the next generation sequencing application of the next generation sequencing discharge. CONCLUSIONS: This successful application of the next generation sequencing chest radiograph displayed obvious absorption of bilateral lung inflammation successful application of the next generation sequencing one week after discharge. CONCLUSIONS: This successful application of the next generation sequencing assisted by next-generation sequencing next-generation sequencing in a patient with systemic lupus erythematosus: a case report next generation sequencing assisting the rapid diagnosis of Pneumocystis jirovecii next-generation sequencing in a patient with systemic lupus erythematosus next generation se next generation sequencing assisting the rapid diagnosis of Pneumocystis jirovecii and Aspergillus fumigatus sequencing assisting the rapid diagnosis of Pneumocystis jirovecii and Aspergillus fumigatus coinfection next generation sequencing assisting the rapid diagnosis her chest radiograph
"Phialosimplex_34246387:Phialosimplex
",6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,respiratory cultures Nasopharyngeal swab Repeat respiratory cultures Nasopharyngeal swab for SARS-CoV-2 was positive swab cultures respiratory Na respiratory cultures grew respiratory cultures grew Pseudomonas aeruginosa Nasopharyngeal s positive Nasopharyngeal swab for Nasopharyngeal swab for SARS-CoV-2 Repeat respiratory Nasopharyngeal respiratory cultures grew P swab for SARS-CoV-2 was positive. chest radiography showed persistent bilateral opacities with left lower lobe consolidation. Repeat respiratory cultures Repeat respiratory cultures grew
"Phialosimplex_34277662:Phialosimplex
",3：血及无菌体液（如脓胸液）,bronchoalveolar lavage fluid bronchoalveolar lavage fluid (BALF) bronchoalveolar lavage fluid (BALF bronchoalveolar lavage bronchoalveolar lavage fluid (BALF) was negative for infection bronchoalveolar lavage fluid (BALF) was negative for infection and his serum bronchoalveolar lavage fluid (BALF) was negative for infection and his serum was negative for anti-Legionella antibody br bronchoalveolar lava fluid lavage fluid his bronchoalveolar lavage fluid mNGS of his BALF and blood fluid (BALF) blood mNGS lavage fluid (BALF) Metagenomic next-generation sequencing (mNGS) technology fluid (BALF Metagenomic next-generation sequencing
"Phialosimplex_34288730:Phialosimplex
",none,"COVID-associated pulmonary aspergillosis ABSTRACT:While the incidence of COVID-associated pulmonary aspergillosis the incidence of COVID-associated pulmonary aspergillosis PhialosimplexID:34288730TITLE:COVID-associated pulmonary aspergillosis COVID-associated pulmonary aspergillosis (CAPA) in COVID-19 patients admitted to the ICU 34288730TITLE:COVID-associated pulmonary aspergillosis COVID-associated pulmonary aspergillosis in the US: is it rare or have we missed the diagnosis COVID-associated pulmonary aspergillosis (CAPA COVID-19 patients admitted to the ICU CAPA ICU in Europe is widely published (incidence up to 30%) (1), data on CAPA CAPA) in COVID-19 patients admitted to the ICU ICU COVID-associated pulmonary aspergillosis (CAPA) COVID-associated pulmonary aspergillosis (CAPA) in COVID-19 patients COVID-19 patients admitted to the ICU in Europe is widely published COVID-associated pulmonary aspergill COVID-associated pulmonary aspergillosis (CAPA) in COVID-19 patients admitted to the ICU in Europe the incidence of COVID-associated pulmonary aspergillosis (CAPA) in COVID-19 patients admitted to the ICU CAPA) in COVID-19 patients admitted to the ICU in Europe is widely published"
