,gender,gender_origin
"Scedosporium_inflatum_12490804:Scedosporium inflatum
",none,transplant population recipient patient We illustrate the first reported case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient patient case report and literature review. RESULTS: We a heart transplant recipient in a heart transplant recipient patient case report and literature review. RESULTS: We illustrate patient case report and literature review. RESULTS: We illustrate the first reported case illustrate the first reported case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient patient case report patient case case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient single patient patient case report and literature review. RESULTS: We illustrate the first reported transplant recipient reported case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient first reported case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient We present a single patient patient case report and literature review. RESULTS: We illustrate the
"Scedosporium_inflatum_12688361:Scedosporium inflatum
",男,man 62-year-old man year-old man -year-old man old man -old man man diagnosed A 62-year-old man man diagnosed with man diagnosed with acute myelogenous leukemia which had developed from myelodysplastic syndrome received :A 62-year-old man leukemia.ABSTRACT:A 62-year-old man 62 62-year 62-year-old 62- 62-year- 62-year-old man diagnosed patient A 62
"Scedosporium_inflatum_14515403:Scedosporium inflatum
",none,AM AML therapy therapy
"Scedosporium_inflatum_14622392:Scedosporium inflatum
",女,woman 72-year-old German woman German woman We report on a case of scedosporiosis in a 72-year-old German woman on a case of scedosporiosis in a 72-year-old German woman year-old German woman old German woman -year-old German woman a case of scedosporiosis in a 72-year-old German woman report on a case of scedosporiosis in a 72-year-old German woman a 72-year-old German woman -old German woman woman. Her woman. Her disease started with a purulent ulceration of unknown course at her left foot woman. Her disease started with a purulent ulceration of unknown course at her in a 72-year-old German woman case of scedosporiosis in a 72-year-old German woman 72-year-old German German 72
"Scedosporium_inflatum_17335882:Scedosporium inflatum
",女,women women and ranged in age from 24 to 40 years. All patients patients with HIES were women patients with HIES with autopsies performed at our institution. RESULTS: All 6 patients with HIES were women 6 patients with HIES were women 6 patients with HIES with autopsies performed at our institution. RESULTS: All 6 patients with HIES were women were women women and ranged in age women and ranged in age from 24 All 6 patients with HIES were women women and ranged in age from 24 to 40 years women and ranged in age from 24 to 40 women and patients patients with HIES with autopsies performed at our institution. RESULTS: All 6 patients 6 patients patients with HIES were women and ranged in age from 24 to 40 years. All patients 6 patients with HIES with autopsies performed at our institution. RESULTS: All 6 patients 6 patients with HIES were women and ranged in age from 24 to 40 years. All patients patients with HIES with autopsies performed at our institution. RESULTS: All 6
"Scedosporium_inflatum_18411765:Scedosporium inflatum
",男,"man 69-year-old man year-old man -year-old man old man -old man A 69-year-old man man treated :A 69-year-old man man treated with corticosteroids and immunosuppressive agents for acutely exacerbated interstitial pneumonia was found voriconazole].ABSTRACT:A 69-year-old man ABSTRACT:A 69-year-old man man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we treated this case man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we treated this man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we treated man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we man had fully recovered the man 69 69-year"
"Scedosporium_inflatum_18473538:Scedosporium inflatum
",none,patient We We describe the case of a patient We describe the case We describe the case of a We describe the case of a patient with We describe The patient We describe the We describe the case of a patient with acute leukaemia a patient case of a patient patient is in good health patient is in good patient is in patient with describe the case of a patient case a a patient with
"Scedosporium_inflatum_19672782:Scedosporium inflatum
",none,patient patients any type of patient type of patient patient was 0.06-0.12 MY. of patient patients with lethal outcomes had received an allogeneic haematopoietic stem cell transplantation (AHSCT). Two patients any type any type of patient was 0.06-0.12 MY. . patients with lethal outcomes type Two patients type of patient was 0.06-0.12 MY. any any type of of patient was 0.06-0.12 MY. cases 39 cases lethal outcomes had received an allogeneic haematopoietic stem cell transplantation (AHSCT). Two patients
"Scedosporium_inflatum_21059516:Scedosporium inflatum
",男,male 33-year-old male male admitted to the hospital for a community-acquired pneumonia requiring ECMO subsequently developed multiple cerebral abscesses. He healthy 33-year-old male previously healthy 33-year-old male A previously healthy 33-year-old male old male year-old male -year-old male -old male male admitted RESULTS: A previously healthy 33-year-old male 33 33-year-old male admitted to the hospital for a community-acquired pneumonia requiring ECMO subsequently developed multiple cerebral abscesses. He healthy 33 previously healthy 33 33-year-old 33-year A previously healthy 33 33-
"Scedosporium_inflatum_21963577:Scedosporium inflatum
",none,"patients patients had more than one type of invasive pulmonary manifestations. Among patients rate otherwise healthy patients mortality rate Some patients patients with cystic fibrosis. The mortality rate mortality mucosal dysfunction, i.e. patients with cystic fibrosis. The mortality rate healthy patients We We reviewed all the available reports rate was closely related to the infection type, being patients with cystic fibrosis. The mortality patients had more than one type of invasive pulmonary manifestations. Among patients with patients had more than one type of invasive pulmonary manifestations. mortality rate was closely related to the infection type, being The mortality rate reports mucosal dysfunction, i.e. patients with cystic fibrosis. The mortality"
"Scedosporium_inflatum_22032175:Scedosporium inflatum
",女,woman 59-year-old woman we present a case of disseminated S. apiospermum infection with cutaneous manifestations in a 59-year-old woman Here we present a case of disseminated S. apiospermum infection with cutaneous manifestations in a 59-year-old woman -year-old woman present a case of disseminated S. apiospermum infection with cutaneous manifestations in a 59-year-old woman year-old woman a case of disseminated S. apiospermum infection with cutaneous manifestations in a 59-year-old woman old woman -old woman case of disseminated S. apiospermum infection with cutaneous manifestations in a 59-year-old woman a 59-year-old woman . Here we present a case of disseminated S. apiospermum infection with cutaneous manifestations in a 59-year-old woman 59 we present a case of disseminated S. apiospermum infection with cutaneous manifestations in a 59 59-year 59-year-old 59- we 59-year-
"Scedosporium_inflatum_22124953:Scedosporium inflatum
",none,patient immunocompetent patient.ABSTRACT: immunocompetent patient an immunocompetent patient
"Scedosporium_inflatum_22167398:Scedosporium inflatum
",none,patients outcomes tissue tissue and support of the host immune system are often required to optimize outcomes outcomes. diseased tissue optimize outcomes. tissue and support of the host immune system are often required to optimize outcomes. diseased tissue and support of the host immune system are often required to optimize outcomes. optimize outcomes tissue and support of the host immune system are often required to optimize patients are particularly vulnerable to infection diseased tissue and support of the host immune system are often required to optimize outcomes tissue and support of the host immune system are often required to op . optimize diseased tissue and support of the host immune system are often required to optimize diseased op patients are particularly
"Scedosporium_inflatum_22335254:Scedosporium inflatum
",none,to to agricultural use of azoles as fungicides in certain countries. . certain countries. to agricultural use of azoles as fungicides in certain to agricultural use of azoles as fungicides in certain countries certain certain countries details review details review This review details This review details some review details some some This This review details some humans details some of the advances
"Scedosporium_inflatum_22416481:Scedosporium inflatum
",男,"man 83-year-old man year-old man old man -year-old man man with myelodysplastic syndrome (MDS) and agranulocytosis was admitted for pneumonia in January 2009. He An 83-year-old man -old man We report a case of fungemia caused by Scedosporium prolificans, an emerging pathogen. An 83-year-old man report a case of fungemia caused by Scedosporium prolificans, an emerging pathogen. An 83-year-old man case of fungemia caused by Scedosporium prolificans, an emerging pathogen. An 83-year-old man a case of fungemia caused by Scedosporium prolificans, an emerging pathogen. An 83-year-old man man with man with myelodysplastic syndrome (MDS) and agranulocytosis was admitted for pneumonia in January 2009 man's general condition deteriorated with cerebral infarction and he died of cerebral hemorrhage on hospital day 65. Attention must man's general condition deteriorated with cerebral infarction and he died of cerebral hemorrhage on hospital day 65. At man's general condition deteriorated with cerebral infarction and he died of cerebral hemorrhage on hospital day 65. Attention man' 83 83-year"
"Scedosporium_inflatum_23518310:Scedosporium inflatum
",none,"patient patient whose decline over two years was precipitous, from an active independent paper describes a patient patient whose decline over two years was precipitous, from an active independent life independent a patient . patient whose decline patient whose describes a patient patient whose decline over two years was precipitous, from an active independent life patient whose decline over two years was precipitous, from an paper describes a patient whose decline over two years was precipitous, from an active independent active independent whose decline over two years was precipitous, from an active independent patient whose decline over two years patient whose decline over two a patient whose decline over two years was precipitous, from an active independent This paper describes a patient"
"Scedosporium_inflatum_23908944:Scedosporium inflatum
",none,patient other patient other the other patient two tsunami survivors with severe pneumonia potentially caused by Legionella pneumophila. Both victims two ; the other patient two tsunami survivors two tsunami survivors with severe pneumonia potentially caused by Legionella pneumophila. Both victims aneurysm; the other patient the other Both victims survivors with severe pneumonia potentially caused by Legionella pneumophila. Both victims on two tsunami survivors with severe pneumonia potentially caused by Legionella pneumophila. Both victims on two Both survivors survivors with severe pneumonia potentially caused by Legionella pneumophila. Both two tsunami
"Scedosporium_inflatum_24238227:Scedosporium inflatum
",none,"we we describe this case report, we this case report, we describe this case report this describe we describe a potential refractory multidrug-resistant infection following a tsunami we describe a potential refractory multidrug-resistant infection following a tsunami disaster. we describe a potential refractory multidrug-resistant infection following a case report, we report, we this case case report, we describe report, we describe case report this case report, we describe a potential refractory multidrug-resistant infection following a tsunami this case report, we describe a potential refractory multidrug-resistant infection following a tsunami disaster. report this case report, we describe a potential refractory multidrug-resistant infection following a"
"Scedosporium_inflatum_24962102:Scedosporium inflatum
",none,"patients 27 patients 27 Among 27 patients patients, 67 patients, 67% (n = 18 Among 27 patients, RESULTS: Among 27 patients : Among 27 patients RESULTS: Among 27 patients, 27 patients, 67 these patients 27 patients, 67% (n = 18 27 patients, RESULTS: Among 27 : Among 27 3 patients Among Among 27 patients, 67"
"Scedosporium_inflatum_25308027:Scedosporium inflatum
",none,patient here a case of invasive lung infection due to S. apiospermum in an immunocompetent patient We report here a case of invasive lung infection due to S. apiospermum in an immunocompetent patient report here a case of invasive lung infection due to S. apiospermum in an immunocompetent patient an immunocompetent patient a case of invasive lung infection due to S. apiospermum in an immunocompetent patient case of invasive lung infection due to S. apiospermum in an immunocompetent patient here patient who responded to antifungal therapy and surgical treatment. patient who in an immunocompetent patient We report here here a We immunocompetent patient We report lung infection due to S. apiospermum in an immunocompetent patient We report here a report here of invasive lung infection due to S. apiospermum in an immunocompetent patient
"Scedosporium_inflatum_25639881:Scedosporium inflatum
",none,"patients ) victims of drowning donated their organs. From these 27 donors, 84 patients donors, 84 patients 27 donors, 84 patients recipients these 27 donors, 84 patients 84 patients victims of drowning donated their organs. From these 27 donors, 84 patients three recipients their organs. From these 27 donors, 84 patients organs. From these 27 donors, 84 patients patients received organ transplants and 18 recipients. Two liver transplant recipients ) victims of drowning donated their organs. From these 27 donors drowning donated their organs. From these 27 donors, 84 patients ) ) victims of drowning donated their organs. From these 27 donors patients received organ transplants and 18 died, including the above three 27 donors"
"Scedosporium_inflatum_28762125:Scedosporium inflatum
",none,"enabling enabling an an to enabling crucial to enabling relevant risk factors and diagnostic criteria for fungal colonization and infection is crucial to enabling risk factors and diagnostic criteria for fungal colonization and infection is crucial to enabling to enabling an crucial to enabling an enabling an adequate prevention, diagnosis and treatment. relevant risk factors and diagnostic criteria for fungal colonization and infection is crucial to enabling an to crucial to an adequate prevention, diagnosis and treatment. relevant risk factors and diagnostic criteria for fungal colonization and infection is crucial to risk factors and diagnostic criteria for fungal colonization and infection is crucial to enabling an risk factors and diagnostic criteria for fungal colonization and infection is crucial to crucial relevant risk factors and diagnostic criteria for fungal colonization and infection is crucial patients"
"Scedosporium_inflatum_29094263:Scedosporium inflatum
",none,"patient one patient patient, which led clinicians to diagnose mild forms of CF in these elderly patients patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- and 87-year-old patient, which led clinicians to diagnose mild forms of CF in these elderly patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68 patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- and 87 patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- and 87-year patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- and in one patient patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- and 87-year-old. These patient, which led clinicians to diagnose mild forms of CF in these elderly patients who patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- led one patient, which led clinicians to diagnose mild forms of CF in these elderly patients one patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- and 87-year-old one patient, which led clinicians to diagnose mild forms of CF in these elderly one patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68 one patient, which led clinicians to diagnose mild forms of CF in these elderly patients who were 68- and 87"
"Scedosporium_inflatum_30283549:Scedosporium inflatum
",男,"boy 13-year-old boy old boy year-old boy -year-old boy A 13-year-old boy -old boy boy, who boy, boy, who had been successfully resuscitated after near-drowning, presented with fatal case of central nervous system (CNS) pseudallescheriasis following near-drowning. A 13-year-old boy a fatal case of central nervous system (CNS) pseudallescheriasis following near-drowning. A 13-year-old boy 13 13-year-old 13-year 13- 13-year- A 13 we describe a fatal case of central nervous system (CNS) pseudallescheriasis following near-drowning. A 13 13-year-old boy, who"
"Scedosporium_inflatum_30297214:Scedosporium inflatum
",none,patients centres; duration January 2008 to December 2014) 31 patients 31 patients 12 centres; duration January 2008 to December 2014) 31 patients this multicentre study (12 centres; duration January 2008 to December 2014) 31 patients duration January 2008 to December 2014) 31 patients centres; duration January 2008 to December 2014) 31 study (12 centres; duration January 2008 to December 2014) 31 patients centres 31 patients with a lung infection caused by moulds of the genus Scedosporium/Lomentospora were included 12 centres; duration January 2008 to December 2014) 31 12 centres multicentre study (12 centres; duration January 2008 to December 2014) 31 patients patients with In this multicentre study (12 centres; duration January 2008 to December 2014) 31 patients (12 centres; duration January 2008 to December 2014) 31 patients 12 ) 31 patients ; duration January 2008 to December 2014) 31 patients
"Scedosporium_inflatum_33084474:Scedosporium inflatum
",none,recipient We describe a lung transplant recipient describe a lung transplant recipient lung transplant recipient recipient who transplant recipient recipient who experienced dementia-like symptoms almost recipient who experienced a lung transplant recipient recipient who experienced dementia-like symptoms almost 3 recipient who experienced dementia-like symptoms recipient who experienced dementia-like symptoms almost 3 years recipient who experienced dement recipient who experienced dem We describe case describe We describe a lung transplant recipient who We We describe a lung
"Scedosporium_inflatum_33315292:Scedosporium inflatum
",none,"patients recipients, 30 patients 962 LTx recipients, 30 patients 962 30 patients a cohort of 962 LTx recipients, 30 patients patients (3 recipients of 962 LTx recipients, 30 patients From a cohort of 962 LTx recipients, 30 patients 962 LTx recipients, , 30 patients a cohort of 962 cohort of 962 LTx recipients, 30 patients Six patients of 962 From a cohort of 962 recipients, 30 962 LTx recipients, 30 a cohort of 962 LTx recipients"
"Scedosporium_inflatum_33318800:Scedosporium inflatum
",男,man 67-year-old man year-old man -year-old man A 67-year-old man -old man old man . A 67-year-old man 67 67-year 67- 67-year-old 67-year- A 67 year -year patient A 67-year A year-old
"Scedosporium_inflatum_33323661:Scedosporium inflatum
",女,female 74-year-old female year-old female -year-old female old female female was hospitalized for further study of chest computed tomography (CT) scan compatible with mycobacterial infection. She -old female A 74-year-old female :A 74-year-old female coinfection.ABSTRACT:A 74-year-old female female was hospitalized female was hospital 74 74-year 74-year-old 74- 74-year- A 74 74-year-old female was hospitalized 74-year-old female was hospital
"Scedosporium_inflatum_33392858:Scedosporium inflatum
",none,"Scedosporium Scedosporium are critically important for appropriate selection of antifungal agents and improvement of treatment outcomes. patients management of the infected patients management , and management of the infected patients infected patients and management of the infected patients We the infected patients , and management and management management of the infected We report of the infected patients , and We report a case of S. aurantiacum infection acquired in the SA. Awareness of S. aurantiacum among healthcare providers patients can and management of the"
"Scedosporium_inflatum_33527651:Scedosporium inflatum
",男,"male male with complex grown-up congenital heart disease (GUCHD) was admitted for HT. He male with complex grown-up congenital heart disease (GUCHD) was admitted for HT male with complex grown-up congenital heart disease (GUCHD) was admitted for HT. male with male with complex grown-up congenital heart disease (GUCHD) was admitted for HT. He presented severe post-surgical male with complex grown-up congenital heart disease (GUCHD) was admitted for H male with complex grown-up congenital heart disease (GUCHD) was admitted for HT. He presented male with complex grown-up congenital heart disease (GUCHD) was admitted for male with complex grown-up congenital heart disease (GUCHD) was admitted He recipient . He We report the clinical findings, microbiology, treatment and outcome of a disseminated Lomentosporiosis in a heart transplant recipient He presented severe post-surgical HT. He with complex grown-up congenital heart disease (GUCHD) was admitted for HT. He He presented We GUCHD) was admitted for HT. He"
"Scedosporium_inflatum_33707042:Scedosporium inflatum
",男,"man 13-year-old man man underwent bilateral lung transplantation for pulmonary hypertension. One year after surgery, he year-old man -year-old man old man A 13-year-old man -old man man underwent bilateral lung transplantation for pulmonary hypertension. One year after surgery man underwent bilateral lung transplantation for pulmonary hypertension. One man underwent bilateral lung transplantation man underwent man underwent bilateral lung transplantation for pulmonary hypertension. One year after 13 13-year-old man underwent bilateral lung transplantation for pulmonary hypertension. One year after surgery, he he 13-year-old 13-year 13- 13-year-old man underwent bilateral lung transplantation for pulmonary hypertension. One year after surgery"
"Scedosporium_inflatum_33834145:Scedosporium inflatum
",男,"patient The patient he patient had some development of therapeutic approaches. development . report: The patient patient had : The patient Case report: The patient patient had some complaints apiospermum complex lung infection and pulmonary adenocarcinoma. Case report: The patient patient received antifungal treatment for 2 months; however, he The 54 he was lost to follow-up. he was lost to follow-up he was lost to he was lost"
"Scedosporium_inflatum_33923333:Scedosporium inflatum
",none,"patients French patients admitted to a French French medical survival rates, calculated by the Kaplan-Meier method, were similar between patients patients admitted to a French medical We conducted a case-control study to characterize EIFIs in patients We conducted a case-control study to characterize EIFIs in patients admitted to a French such patients rates, calculated by the Kaplan-Meier method, were similar between patients patients with EIFIs and a patients with EIFIs and a control group of patients a French medical patients admitted to a survival patients with EIFIs and a control We conducted a case-control study to characterize EIFIs in patients admitted to a French medical patients with EIFIs and a control group similar between patients"
"Scedosporium_inflatum_34097886:Scedosporium inflatum
",none,Episode
"Scedosporium_inflatum_34386675:Scedosporium inflatum
",none,Recipient.ABSTRACT: a Kidney Transplant Recipient a Recipient Transplant Recipient.ABSTRACT: Kidney Transplant Recipient Kidney Transplant Recipient.ABSTRACT: a Kidney Transplant Reci a Kidney Transplant Recipie a Kidney Transplant Reci Recipie Transplant Kidney Transplant Reci Kidney Transplant Recipie Kidney Transplant
"Scedosporium_inflatum_34513465:Scedosporium inflatum
",女,female female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. The case elderly female female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. The female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. The case emphasizes female with bronchiectasis who an elderly female female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. female with bronchiectasis who presented in an elderly female scedosporiosis in an elderly female elderly female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. The case case elderly elderly female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. The The case an elderly female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. The case an elderly elderly female with bronchiectasis who presented with refractory pulmonary symptoms and infiltrates. The case emphasizes elderly female with bronchiectasis who
"Scedosporium_inflatum_34535388:Scedosporium inflatum
",none,"patients Adult Adult patients eight patients Adult patients from two ninety-eight patients patients under two patients from two Adult patients from patients under study eight eight patients under the ninety-eight patients patients from patients under study, 40 From the ninety-eight patients eight patients under study from two Adult patients from two CF units of tertiary hospitals were included"
"Scedosporium_inflatum_34628284:Scedosporium inflatum
",none,patient patients (Cases 3 and 4) developed acute cellular rejection (ACR) in the first 30 days. The third patient patients third patient lungs of patients 50 explanted native lungs of patients patients with invasive fungal infections (Cases 2 and 4) are on secondary prophylaxis and doing well. One patient native lungs of patients The third patient One patient reports of 50 explanted native lungs of patients explanted native lungs of patients patients who underwent lung transplantation since 2015 at our institution lungs patients who 50 explanted native lungs patients who underwent transplant. post-transplant. patients who underwent lung
"Scedosporium_inflatum_34642117:Scedosporium inflatum
",none,"patients recipients. Twelve patients one LT recipients. Twelve patients LT were performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients. Twelve patients performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients. Twelve patients IS 395 LT were performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients. Twelve patients LT recipients. Twelve patients were performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients. Twelve patients this period, 395 LT were performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients. Twelve patients patients (incidence 3.04%) developed invasive scedosporiosis (IS). In 66.7% of the patients period, 395 LT were performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients. Twelve patients Twelve patients recipients one LT recipients one LT LT were performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients. LT were performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients performed. Positive cultures for Sc/Lp were obtained from twenty-one LT recipients"
"Scedosporium_inflatum_34829210:Scedosporium inflatum
",none,"observational observational studies of 401 observational studies of 401 cases observational studies of 401 cases indicate high crude mortality rates of 56.1% and 74.8%, respectively. COVID-19 patients 401 observational studies of 401 cases indicate observational studies of 401 cases indicate high observational studies observational studies of 401 cases indicate high crude mortality rates observational studies of 401 cases indicate high crude mortality 401 cases 401 cases indicate high crude mortality rates of 56.1% and 74.8%, respectively. COVID-19 patients observational studies of 401 cases indicate high crude mortality rates of 56.1% and observational studies of 401 cases indicate high crude observational studies of 401 cases indicate high crude mortality rates of 56.1% observational studies of patients cases cases indicate high crude mortality rates of 56.1% and 74.8%, respectively. COVID-19 patients observational studies of 401 cases indicate high crude mortality rates of"
"Scedosporium_inflatum_8199569:Scedosporium inflatum
",男,patients he he also received oral itraconazole (400 mg daily) as prophylaxis against reactivation of the infection. All four patients four patients Two patients All four patients he also received oral itraconazole (400 mg daily) as prophylaxis against reactivation of the infection. All four he also received oral itraconazole (400 mg daily) as prophylaxis against reactivation of the infection. All four We report four patients Two All four patients who report four patients All We report four patients had successful BMT and four patients who patients had successful patients had
"Scedosporium_inflatum_8389611:Scedosporium inflatum
",none,report case report case
"Scedosporium_inflatum_8874080:Scedosporium inflatum
",none,"patient failed to improve, Scedosporium apiospermum pneumonia was diagnosed and therapy was changed. The patient patient five cases of Pseudallescheria boydii infection have been reported in the literature, two of which were autopsy findings. A case five cases of Pseudallescheria boydii infection have been reported in the literature, two of which were autopsy findings. A five cases here. When the patient failed to improve, Scedosporium apiospermum pneumonia was diagnosed and therapy was changed. The patient A case cases of Pseudallescheria boydii infection have been reported in the literature, two of which were autopsy findings. A case here. When the patient A cases of Pseudallescheria boydii infection have been reported in the literature, two of which were autopsy findings. A cases case five the patient failed to improve, Scedosporium apiospermum pneumonia was diagnosed and therapy was changed. The patient the patient five cases of Pseudallescheria boydii infection have been reported in the literature, two of which failed to improve, Scedosporium apiospermum pneumonia was diagnosed and therapy was changed. The patient only five cases of Pseudallescheria boydii infection have been reported in the literature, two of which were autopsy findings. A only five cases"
"Scedosporium_inflatum_9042007:Scedosporium inflatum
",女,woman 54-year-old woman year-old woman -year-old woman old woman woman with -old woman woman with pulmonary woman with pulmonary tuberculosis A 54-year-old woman woman with pulmonary tuberculosis developed :A 54-year-old woman pseudallescheriasis.ABSTRACT:A 54-year-old woman 54 54-year 54-year-old individual 54-year-old woman with 54- 54-year-
"Scedosporium_inflatum_9279332:Scedosporium inflatum
",none,"adults adults and 1 1 patients 15 adults 15 adults and 1 1989 and 1994, 16 cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults Fifteen patients 16 cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults 1994, 16 cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults 1989 and 1994, 16 cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults and 1 clinical centers in Spain (15 adults 15 6 clinical centers in Spain (15 adults , 16 cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults adults and 16 cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults and 1 and 1994, 16 cases of deep infections by S. prolificans were documented in 6 clinical centers in Spain (15 adults Spain (15 adults"
"Scedosporium_inflatum_9762808:Scedosporium inflatum
",女,female 69 yr old female female was hospitalized for further examination of abnormal shadows on chest radiographs. She old female yr old female A 69 yr old female female was hospital female was female was hospitalized :A 69 yr old female disease.ABSTRACT:A 69 yr old female female was hospitalized for further examination ABSTRACT:A 69 yr old female 69 yr old female was hospitalized for further examination of abnormal shadows on chest radiographs. She 69 She 69 yr old 69 yr 69 y old female was hospitalized for further examination of abnormal shadows on chest radiographs. She
"Scedosporium_prolificans_10030078:Scedosporium prolificans
",男,man forty-year-old man man underwent an allogeneic BMT from his HLA identical sister old man year-old man -year-old man man underwent an allogeneic BMT from his -old man A forty-year-old man man underwent an man underwent man underwent an allogeneic BMT from man underwent an allogeneic BMT from his HLA identical man underwent an allogeneic BMT :A forty-year-old man case.ABSTRACT:A forty-year-old man forty . forty-year-old man underwent an allogeneic BMT from his HLA identical sister forty-year-old
"Scedosporium_prolificans_10959662:Scedosporium prolificans
",女,woman 29-y-old woman old woman y-old woman -y-old woman woman from -old woman A 29-y-old woman woman from Congo Democratic Republic woman from Congo woman from Congo Democratic Republic was admitted to hospital woman from Congo Democratic Republic was woman from Congo Democratic Republic was admitted to woman from Congo Democratic Republic was admitted woman from Congo Democratic :A 29-y-old woman woman from Congo Democratic Republic was admitted to hospital with infection.ABSTRACT:A 29-y-old woman 29 29-y-old
"Scedosporium_prolificans_11747789:Scedosporium prolificans
",none,"neutropenic neutropenic patients patients 15 patients 15 patients. Eight cases all patients neutropenic patients died of sudden sepsis and S. prolificans was isolated from blood cultures made a few days before their death, and the fifth patients who developed positive neutropenic patients died of sudden sepsis in 15 patients 15 patients. Eight 7 cases patients who developed patients who clinical charts of all patients review was made of the clinical charts of all patients made of the clinical charts of all patients cases there were five leukemic patients"
"Scedosporium_prolificans_12490804:Scedosporium prolificans
",none,. patient recipient patient case report and literature review. RESULTS: We We illustrate the first reported case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient a heart transplant recipient patient case report and literature review. RESULTS: We illustrate patient case report and literature review. RESULTS: We illustrate the first reported case patient case in a heart transplant recipient patient case report patient case report and literature review. RESULTS: We illustrate the first reported single patient illustrate the first reported case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient We present a single patient patient case report and literature review. RESULTS: We illustrate the reported case of a postoperative sternal wound infection and pneumonia caused by in a heart transplant recipient We transplant recipient
"Scedosporium_prolificans_12688361:Scedosporium prolificans
",男,man 62-year-old man year-old man -year-old man old man -old man man diagnosed A 62-year-old man man diagnosed with :A 62-year-old man man diagnosed with acute myelogenous leukemia which had developed from myelodysplastic syndrome received man diagnosed with acute myelogenous leukemia leukemia.ABSTRACT:A 62-year-old man ABSTRACT:A 62-year-old man 62 62-year 62-year-old 62- 62-year- 62-year-old man diagnosed
"Scedosporium_prolificans_14515403:Scedosporium prolificans
",none,AM AML therapy therapy
"Scedosporium_prolificans_14622392:Scedosporium prolificans
",女,woman 72-year-old German woman German woman We report on a case of scedosporiosis in a 72-year-old German woman year-old German woman on a case of scedosporiosis in a 72-year-old German woman old German woman -year-old German woman -old German woman report on a case of scedosporiosis in a 72-year-old German woman a case of scedosporiosis in a 72-year-old German woman a 72-year-old German woman woman. Her woman. Her disease started with a purulent ulceration of unknown course at her left foot woman. Her disease started with a purulent ulceration of unknown course at her left woman. Her disease started with a purulent ulceration of unknown course at her in a 72-year-old German woman 72-year-old German German 72
"Scedosporium_prolificans_18411765:Scedosporium prolificans
",男,"man 69-year-old man year-old man old man -year-old man -old man A 69-year-old man man treated :A 69-year-old man man treated with corticosteroids and immunosuppressive agents for acutely exacerbated interstitial pneumonia was found voriconazole].ABSTRACT:A 69-year-old man ABSTRACT:A 69-year-old man man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we treated this case man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we treated this man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we treated man had fully recovered. Because VRCZ-induced liver dysfunction was reported significantly associated with plasma level, we the man 69 69-year 69-year-old"
