,物种名称,是否是致病菌,预测概率,样本量,样本量文本,年龄,年龄文本,患者性别,性别文本,免疫状态,免疫文本,证据等级,证据文本,原文链接,标注方式
Arcanobacterium_haemolyticum_16758672,Arcanobacterium haemolyticum,yes,[1],1,A,17-65,26 years,女,female,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/16758672/,人工标注
Arcanobacterium_haemolyticum_18812563,Arcanobacterium haemolyticum,yes,[1],1,a,17-65,18-year-old,男,male,NA,NA,3：血及无菌体液（如脓胸液）,"blood, bronchoalveolar fluid, and surface and surgical swab",https://pubmed.ncbi.nlm.nih.gov/18812563/,人工标注
Corynebacterium_pseudogenitalium_7989533,Corynebacterium pseudogenitalium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/7989533/,人工标注
Corynebacterium_accolens_7989533,Corynebacterium accolens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/7989533/,人工标注
Streptomyces_thermovulgaris_8060118,Streptomyces thermovulgaris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8060118/,人工标注
Arthrobacter_27293852,Arthrobacter,yes,[1],10-100,32,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,16S rDNA analysis on broncho-alveolar lavage fluid (BALF),https://pubmed.ncbi.nlm.nih.gov/27293852/,人工标注
Corynebacterium_auris_8323055,Corynebacterium auris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8323055/,人工标注
Streptomyces_thermovulgaris_8326995,Streptomyces thermovulgaris,no,[1],NA,10,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8326995/,人工标注
Corynebacterium_accolens_22938828,Corynebacterium accolens,yes,[1],10-100,27,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,molecular methods,https://pubmed.ncbi.nlm.nih.gov/22938828/,人工标注
Mycobacterium_branderi_8590682,Mycobacterium branderi,no,[1],1-10,nine,NA,NA,NA,NA,NA,NA,NA,specimens,https://pubmed.ncbi.nlm.nih.gov/8590682/,人工标注
Corynebacterium_accolens_8894575,Corynebacterium accolens,no,[1],NA,415,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8894575/,人工标注
Corynebacterium_afermentans_8894575,Corynebacterium afermentans,no,[1],NA,415,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8894575/,人工标注
Corynebacterium_amycolatum_8894575,Corynebacterium amycolatum,no,[1],NA,415,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8894575/,人工标注
Corynebacterium_argentoratense_8894575,Corynebacterium argentoratense,no,[1],NA,415,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8894575/,人工标注
Corynebacterium_afermentans_15108836,Corynebacterium afermentans,yes,[1],1,a,NA,NA,NA,NA,受损,acquired immunodeficiency syndrome,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15108836/,人工标注
Tsukamurella_inchonensis_8934902,Tsukamurella inchonensis,no,[1],NA,a,NA,NA,NA,NA,NA,NA,NA,sputum,https://pubmed.ncbi.nlm.nih.gov/8934902/,人工标注
Tsukamurella_paurometabola_8934902,Tsukamurella paurometabola,no,[1],NA,a,NA,NA,NA,NA,NA,NA,NA,sputum,https://pubmed.ncbi.nlm.nih.gov/8934902/,人工标注
Actinomadura_madurae_8944271,Actinomadura madurae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/8944271/,人工标注
Corynebacterium_aquaticum_24503431,Corynebacterium aquaticum,yes,[1],1,A,17-65,39-year old,男,39-year old,NA,NA,2：肺组织病原学证据,lung tissue,https://pubmed.ncbi.nlm.nih.gov/24503431/,人工标注
Corynebacterium_argentoratense_26159536,Corynebacterium argentoratense,yes,[1],1,NA,1-17,NA,男,NA,NA,NA,3：血及无菌体液（如脓胸液）,ed to a specific genomic region,https://pubmed.ncbi.nlm.nih.gov/26159536/,人工标注
Tsukamurella_inchonensis_9226890,Tsukamurella inchonensis,no,[1],NA,patients,NA,NA,NA,NA,NA,NA,NA,sputa of patients,https://pubmed.ncbi.nlm.nih.gov/9226890/,人工标注
Tsukamurella_paurometabola_9226890,Tsukamurella paurometabola,no,[1],NA,patients,NA,NA,NA,NA,NA,NA,NA,sputa of patients,https://pubmed.ncbi.nlm.nih.gov/9226890/,人工标注
Tsukamurella_pulmonis_9226890,Tsukamurella pulmonis,no,[1],NA,patients,NA,NA,NA,NA,NA,NA,NA,sputa of patients,https://pubmed.ncbi.nlm.nih.gov/9226890/,人工标注
Corynebacterium_imitans_9230366,Corynebacterium imitans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/9230366/,人工标注
Corynebacterium_durum_9336915,Corynebacterium durum,no,[1],1-10,five,NA,NA,NA,NA,NA,NA,NA,specimens,https://pubmed.ncbi.nlm.nih.gov/9336915/,人工标注
Bacillus_megaterium_9443578,Bacillus megaterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/9443578/,人工标注
Corynebacterium_auris_4627266,Corynebacterium auris,yes,[1],10-100,27,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/4627266/,人工标注
Listeria_ivanovii_9732032,Listeria ivanovii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/9732032/,人工标注
Corynebacterium_jeikeium_7876676,Corynebacterium jeikeium,yes,[1],1,A,17-65,58-year-old,男,male,受损,malignant lymphoma,2：肺组织病原学证据,lung tissue,https://pubmed.ncbi.nlm.nih.gov/7876676/,人工标注
Mycobacterium_intermedium_9883600,Mycobacterium intermedium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/9883600/,人工标注
Nocardiopsis_dassonvillei_10488208,Nocardiopsis dassonvillei,no,[1],NA,a,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/10488208/,人工标注
Corynebacterium_jeikeium_22605704,Corynebacterium jeikeium,yes,[1],NA,NA,NA,NA,NA,NA,受损,acute myelogenous leukaemia,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22605704/,人工标注
Mycobacterium_tusciae_10555367,Mycobacterium tusciae,no,[1],1,a,NA,NA,NA,NA,NA,immunocompromised,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,respiratory specimen,https://pubmed.ncbi.nlm.nih.gov/10555367/,人工标注
Mycobacterium_intermedium_10723938,Mycobacterium intermedium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/10723938/,人工标注
Mycobacterium_branderi_10723938,Mycobacterium branderi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/10723938/,人工标注
Mycobacterium_conspicuum_10723938,Mycobacterium conspicuum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/10723938/,人工标注
Nocardia_paucivorans_10758891,Nocardia paucivorans,no,[1],1,a,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputa and bronchial secretions,https://pubmed.ncbi.nlm.nih.gov/10758891/,人工标注
Corynebacterium_macginleyi_26744687,Corynebacterium macginleyi,yes,[1],1,a,65以上,73,女,lady,抑制,immunocompromised,4：气管镜活检组织培养出病原体，或者支气管肺泡灌洗液（BALF）定量培养>10**4,Trans-bronchial biopsies,https://pubmed.ncbi.nlm.nih.gov/26744687/,人工标注
Bacillus_thuringiensis_11064263,Bacillus thuringiensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11064263/,人工标注
Corynebacterium_jeikeium_11097714,Corynebacterium jeikeium,no,[1],NA,NA,NA,59 years-old,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11097714/,人工标注
Corynebacterium_mucifaciens_21162757,Corynebacterium mucifaciens,yes,[1],1,first case,17-65,NA,男,man,正常,immunocompetent,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/21162757/,人工标注
Actinomadura_madurae_11204151,Actinomadura madurae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11204151/,人工标注
Corynebacterium_simulans_32184071,Corynebacterium simulans,yes,[1],NA,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,bacterial 16S ribosomal RNA gene sequence analysis,https://pubmed.ncbi.nlm.nih.gov/32184071/,人工标注
Saccharomonospora_11518332,Saccharomonospora,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11518332/,人工标注
Mycobacterium_bohemicum_11526154,Mycobacterium bohemicum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11526154/,人工标注
Bacillus_lentus_11827349,Bacillus lentus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11827349/,人工标注
Knoellia_11837319,Knoellia,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11837319/,人工标注
Janibacter_11837319,Janibacter,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11837319/,人工标注
Rhodococcus_fascians_11888910,Rhodococcus fascians,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/11888910/,人工标注
Corynebacterium_sputi_19060075,Corynebacterium sputi,yes,[1],1,a patient,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum,https://pubmed.ncbi.nlm.nih.gov/19060075/,人工标注
Nocardia_paucivorans_12202613,Nocardia paucivorans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/12202613/,人工标注
Rhodococcus_fascians_12409223,Rhodococcus fascians,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/12409223/,人工标注
Corynebacterium_tuberculostearicum_29228443,Corynebacterium tuberculostearicum,yes,[1],1,An,65以上,80,NA,NA,NA,NA,2：肺组织病原学证据,biopsies,https://pubmed.ncbi.nlm.nih.gov/29228443/,人工标注
Corynebacterium_tuberculostearicum_32255852,Corynebacterium tuberculostearicum,yes,[1],NA,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,genomic sequencing,https://pubmed.ncbi.nlm.nih.gov/32255852/,人工标注
Corynebacterium_tuberculostearicum_32255852,Corynebacterium tuberculostearicum,yes,[1],NA,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,genomic sequencing,https://pubmed.ncbi.nlm.nih.gov/32255852/,人工标注
Corynebacterium_xerosis_8075298,Corynebacterium xerosis,yes,[1],1,a,65以上,NA,男,NA,受损,acute leukemia,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/8075298/,人工标注
Nocardia_africana_12791881,Nocardia africana,no,[1],NA,two case,NA,NA,NA,NA,NA,immunocompromised patient,NA,NA,https://pubmed.ncbi.nlm.nih.gov/12791881/,人工标注
Mycobacterium_pinnipedii_13130011,Mycobacterium pinnipedii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/13130011/,人工标注
Corynebacterium_auris_14995970,Corynebacterium auris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/14995970/,人工标注
Janibacter_15023982,Janibacter,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15023982/,人工标注
Erysipelothrix_tonsillarum_15053366,Erysipelothrix tonsillarum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15053366/,人工标注
Corynebacterium_xerosis_30802399,Corynebacterium xerosis,yes,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/30802399/,人工标注
Mycobacterium_saskatchewanense_15143004,Mycobacterium saskatchewanense,no,[1],1,a,65以上,72-year-old,女,female,NA,NA,3：血及无菌体液（如脓胸液）,sputum and pleural fluid,https://pubmed.ncbi.nlm.nih.gov/15143004/,人工标注
Gordonia_bronchialis_15184495,Gordonia bronchialis,no,[1],1,first case,17-65,NA,女,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/15184495/,人工标注
Dermabacter_hominis_15322601,Dermabacter hominis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15322601/,人工标注
Corynebacterium_afermentans_15322601,Corynebacterium afermentans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15322601/,人工标注
Corynebacterium_auris_15322601,Corynebacterium auris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15322601/,人工标注
Corynebacterium_auris_15365022,Corynebacterium auris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15365022/,人工标注
Gardnerella_vaginalis_31388484,Gardnerella vaginalis,yes,[1],1,a,NA,NA,男,male,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,mini-bronchoalveolar lavage,https://pubmed.ncbi.nlm.nih.gov/31388484/,人工标注
Gordonia_araii_25052399,Gordonia araii,yes,[1],1,细菌性肺炎,NA,NA,男,apanese patient,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum,https://pubmed.ncbi.nlm.nih.gov/25052399/,人工标注
Mycobacterium_palustre_15520483,Mycobacterium palustre,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15520483/,人工标注
Mycobacterium_conspicuum_15520483,Mycobacterium conspicuum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15520483/,人工标注
Nocardia_shimofusensis_15545412,Nocardia shimofusensis,no,[1],1,a patient,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/15545412/,人工标注
Gordonia_bronchialis_27882322,Gordonia bronchialis,yes,[1],＞100,523,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"conventional and molecular methods, including multilocus PCR",https://pubmed.ncbi.nlm.nih.gov/27882322/,人工标注
Gordonia_otitidis_16166681,Gordonia otitidis,yes,[1],1,a,17-65,60-year-old,男,male,NA,NA,3：血及无菌体液（如脓胸液）,pleural fluid,https://pubmed.ncbi.nlm.nih.gov/16166681/,人工标注
Gordonia_polyisoprenivorans_19501006,Gordonia polyisoprenivorans,yes,[1],1,first case,NA,NA,NA,NA,抑制,hematologically immunocompromised,3：血及无菌体液（如脓胸液）,blood cultures,https://pubmed.ncbi.nlm.nih.gov/19501006/,人工标注
Janibacter_22073241,Janibacter,yes,[1],10-100,65,NA,NA,NA,NA,受损,HIV-infected,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Sputum and bronchoalveolar lavage Lowenstein-Jensen mycobacterial culture,https://pubmed.ncbi.nlm.nih.gov/22073241/,人工标注
Mycobacterium_triplex_15879240,Mycobacterium triplex,no,[1],NA,Eight,NA,NA,NA,NA,NA,NA,NA,mycobacterial strains isolated during an 11 year period from the sputum,https://pubmed.ncbi.nlm.nih.gov/15879240/,人工标注
Mycobacterium_florentinum_15879240,Mycobacterium florentinum,no,[1],1-10,Eight,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,mycobacterial strains isolated during an 11 year period from the sputum,https://pubmed.ncbi.nlm.nih.gov/15879240/,人工标注
Kroppenstedtia_eburnea_26910402,Kroppenstedtia eburnea,yes,[1],1-10,Three,NA,NA,NA,NA,NA,NA,2：肺组织病原学证据,lung biopsy,https://pubmed.ncbi.nlm.nih.gov/26910402/,人工标注
Corynebacterium_macginleyi_15996494,Corynebacterium macginleyi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15996494/,人工标注
Arcanobacterium_haemolyticum_15997879,Arcanobacterium haemolyticum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/15997879/,人工标注
Nocardia_veterana_16014473,Nocardia veterana,no,[1],NA,a patient,NA,NA,NA,NA,NA,NA,NA,sputum,https://pubmed.ncbi.nlm.nih.gov/16014473/,人工标注
Nocardia_africana_16014473,Nocardia africana,no,[1],NA,a patient,NA,NA,NA,NA,NA,NA,NA,sputum,https://pubmed.ncbi.nlm.nih.gov/16014473/,人工标注
Mycobacterium_smegmatis_23188570,Mycobacterium smegmatis,yes,[1],10-100,n= 75,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,cultures,https://pubmed.ncbi.nlm.nih.gov/23188570/,人工标注
Mycobacterium_xenopi_23188570,Mycobacterium xenopi,yes,[1],10-100,n= 75,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,cultures,https://pubmed.ncbi.nlm.nih.gov/23188570/,人工标注
Massilia_27293852,Massilia,yes,[1],10-100,32,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,16S rDNA analysis on broncho-alveolar lavage fluid (BALF),https://pubmed.ncbi.nlm.nih.gov/27293852/,人工标注
Microbacterium_16476799,Microbacterium,yes,[1],1,a patient,NA,NA,NA,NA,抑制,after heart transplantation,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,bronchoalveolar aspirate,https://pubmed.ncbi.nlm.nih.gov/16476799/,人工标注
Micrococcus_luteus_22073241,Micrococcus luteus,yes,[1],10-100,65,NA,NA,NA,NA,受损,HIV-infected,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Sputum and bronchoalveolar lavage Lowenstein-Jensen mycobacterial culture,https://pubmed.ncbi.nlm.nih.gov/22073241/,人工标注
Mycobacterium_abscess_27882322,Mycobacterium abscess,yes,[1],＞100,523,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,"conventional and molecular methods, including multilocus PCR",https://pubmed.ncbi.nlm.nih.gov/27882322/,人工标注
Exiguobacterium_aurantiacum_16132425,Exiguobacterium aurantiacum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/16132425/,人工标注
Gordonia_sputi_16166681,Gordonia sputi,no,[1],NA,a,NA,60-year-old,NA,male,NA,NA,NA,pleural fluid,https://pubmed.ncbi.nlm.nih.gov/16166681/,人工标注
Mycobacterium_abscessus_31078494,Mycobacterium abscessus,yes,[1],10-100,52,1-17,0-14,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,line probe assays and gene sequencing,https://pubmed.ncbi.nlm.nih.gov/31078494/,人工标注
Saccharomonospora_16244894,Saccharomonospora,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/16244894/,人工标注
Mycobacterium_arosiense_19386835,Mycobacterium arosiense,yes,[1],1,first case,17-65,NA,男,NA,受损,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/19386835/,人工标注
Mycobacterium_arupense_28076350,Mycobacterium arupense,yes,[1],NA,NA,17-65,46-59,男,Male,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,line probe assays,https://pubmed.ncbi.nlm.nih.gov/28076350/,人工标注
Aureobacterium_16476799,Aureobacterium,no,[1],NA,a patient,NA,NA,NA,NA,NA,after heart transplantation,NA,bronchoalveolar aspirate,https://pubmed.ncbi.nlm.nih.gov/16476799/,人工标注
Corynebacterium_aquaticum_16476799,Corynebacterium aquaticum,no,[1],NA,a patient,NA,NA,NA,NA,NA,after heart transplantation,NA,bronchoalveolar aspirate,https://pubmed.ncbi.nlm.nih.gov/16476799/,人工标注
Mycobacterium_asiaticum_2267684,Mycobacterium asiaticum,yes,[1],1,A,17-65,62-year-old,男,male,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,isolated from sputum,https://pubmed.ncbi.nlm.nih.gov/2267684/,人工标注
Mycobacterium_asiaticum_6830042,Mycobacterium asiaticum,yes,[1],1-10,2,NA,NA,NA,NA,NA,NA,2：肺组织病原学证据,specimens,https://pubmed.ncbi.nlm.nih.gov/6830042/,人工标注
Mycobacterium_asiaticum_19864478,Mycobacterium asiaticum,yes,[1],1-10,2,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19864478/,人工标注
Mycobacterium_asiaticum_23827995,Mycobacterium asiaticum,yes,[1],10-100,75,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,bacterial cultures,https://pubmed.ncbi.nlm.nih.gov/23827995/,人工标注
Mycobacterium_sherrisii_16930919,Mycobacterium sherrisii,no,[1],1,One,17-65,middle-aged,男,NA,正常,non-HIV,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/16930919/,人工标注
Mycobacterium_marinum_16967423,Mycobacterium marinum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/16967423/,人工标注
Actinomadura_pelletieri_17039274,Actinomadura pelletieri,no,[1],10-100,21,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,ronchoalveolar lavage (BAL),https://pubmed.ncbi.nlm.nih.gov/17039274/,人工标注
Actinomadura_chibensis_17039274,Actinomadura chibensis,no,[1],10-100,21,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,ronchoalveolar lavage (BAL),https://pubmed.ncbi.nlm.nih.gov/17039274/,人工标注
Actinomadura_cremea_17039274,Actinomadura cremea,no,[1],10-100,21,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,ronchoalveolar lavage (BAL),https://pubmed.ncbi.nlm.nih.gov/17039274/,人工标注
Actinomadura_madurae_17039274,Actinomadura madurae,no,[1],10-100,21,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,ronchoalveolar lavage (BAL),https://pubmed.ncbi.nlm.nih.gov/17039274/,人工标注
Actinomadura_nitritigenes_17039274,Actinomadura nitritigenes,no,[1],10-100,21,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,ronchoalveolar lavage (BAL),https://pubmed.ncbi.nlm.nih.gov/17039274/,人工标注
Arcanobacterium_haemolyticum_17137534,Arcanobacterium haemolyticum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/17137534/,人工标注
Mycobacterium_asiaticum_29984149,Mycobacterium asiaticum,yes,[1],1,A,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,Sputum,https://pubmed.ncbi.nlm.nih.gov/29984149/,人工标注
Mycobacterium_asiaticum_31533063,Mycobacterium asiaticum,yes,[1],10-100,Twenty-one,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,sputum samples,https://pubmed.ncbi.nlm.nih.gov/31533063/,人工标注
Mycobacterium_nebraskense_17329791,Mycobacterium nebraskense,no,[1],NA,a,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/17329791/,人工标注
Bacillus_thuringiensis_17387030,Bacillus thuringiensis,no,[1],NA,a,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/17387030/,人工标注
Bacillus_lentus_17533989,Bacillus lentus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/17533989/,人工标注
Mycobacterium_engbaekii_17900356,Mycobacterium engbaekii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/17900356/,人工标注
Corynebacterium_xerosis_18038538,Corynebacterium xerosis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/18038538/,人工标注
Mycobacterium_bovis_27995010,Mycobacterium bovis,yes,[1],1,an,65以上,75,男,male,受损,immunocompromised,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,blood culture,https://pubmed.ncbi.nlm.nih.gov/27995010/,人工标注
Mycobacterium_intermedium_18173068,Mycobacterium intermedium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/18173068/,人工标注
Mycobacterium_branderi_11015432,Mycobacterium branderi,yes,[1],1,a case,65以上,NA,女,NA,受损,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,bronchial specimen,https://pubmed.ncbi.nlm.nih.gov/11015432/,人工标注
Leifsonia_aquatica_18398211,Leifsonia aquatica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/18398211/,人工标注
Dermatophilus_congolensis_18405341,Dermatophilus congolensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/18405341/,人工标注
Mycobacterium_branderi_15973015,Mycobacterium branderi,yes,[1],NA,a,NA,NA,NA,NA,NA,NA,2：肺组织病原学证据,pus of a right pulmonary cavitary lesion,https://pubmed.ncbi.nlm.nih.gov/15973015/,人工标注
Mycobacterium_branderi_24678467,Mycobacterium branderi,yes,[1],1,a case,17-65,NA,男,NA,受损,acute myelogenous leukemia,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/24678467/,人工标注
Mycobacterium_pinnipedii_19017459,Mycobacterium pinnipedii,no,[1],1-10,Six,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19017459/,人工标注
Corynebacterium_xerosis_19060075,Corynebacterium xerosis,no,[1],NA,a patient,NA,NA,NA,NA,NA,NA,NA,sputum,https://pubmed.ncbi.nlm.nih.gov/19060075/,人工标注
