,age,age_origin
"Nocardia_farcinica__32920680:Nocardia farcinica 
",17-65岁,19 (0-56
"Nocardia_farcinica__33299565:Nocardia farcinica 
",>65岁,68-year-old
"Nocardia_farcinica__33354440:Nocardia farcinica 
",17-65岁,55-year-old
"Nocardia_farcinica__9176548:Nocardia farcinica 
",none,described
"Nocardia_farcinica__9356820:Nocardia farcinica 
",none,woman
"Nocardia_nova__10421104:Nocardia nova 
",1-17岁,Eight juvenile
"Nocardia_nova__10866103:Nocardia nova 
",17-65岁,43-year-old
"Nocardia_nova__11100536:Nocardia nova 
",none,therapy
"Nocardia_nova__11579529:Nocardia nova 
",17-65岁,52 year-old
"Nocardia_nova__12525899:Nocardia nova 
",17-65岁,27-year-old
"Nocardia_nova__12791881:Nocardia nova 
",none,describe
"Nocardia_nova__14533999:Nocardia nova 
",none,:
"Nocardia_nova__17197647:Nocardia nova 
",none,'
"Nocardia_nova__17338975:Nocardia nova 
",none,:
"Nocardia_nova__17580232:Nocardia nova 
",1-17岁,7
"Nocardia_nova__18068051:Nocardia nova 
",none,Surgical
"Nocardia_nova__18516465:Nocardia nova 
",none,with
"Nocardia_nova__18833413:Nocardia nova 
",17-65岁,51 year old
"Nocardia_nova__22552466:Nocardia nova 
",1岁以下,six months earlier
"Nocardia_nova__23216681:Nocardia nova 
",none,one-year-old
"Nocardia_nova__24340116:Nocardia nova 
",none,land mass
"Nocardia_nova__24930664:Nocardia nova 
",>65岁,68-year-old
"Nocardia_nova__25239419:Nocardia nova 
",17-65岁,59
"Nocardia_nova__26471040:Nocardia nova 
",none,organ
"Nocardia_nova__26809666:Nocardia nova 
",>65岁,55 years (range 25-65
"Nocardia_nova__27598645:Nocardia nova 
",none,transplanted patient.
"Nocardia_nova__27999029:Nocardia nova 
",1-17岁,10 year period (2005-14
"Nocardia_nova__28626172:Nocardia nova 
",17-65岁,Seventeen
"Nocardia_nova__28716481:Nocardia nova 
",none,immunocompetent
"Nocardia_nova__29933049:Nocardia nova 
",1-17岁,6
"Nocardia_nova__30091232:Nocardia nova 
",>65岁,67
"Nocardia_nova__30401464:Nocardia nova 
",none,general
"Nocardia_nova__30606196:Nocardia nova 
",none,yellow-bibbed
"Nocardia_nova__30886723:Nocardia nova 
",none,immunocompetent
"Nocardia_nova__31400449:Nocardia nova 
",none,this survey
"Nocardia_nova__32528841:Nocardia nova 
",17-65岁,64-year old
"Nocardia_nova__8500477:Nocardia nova 
",none,Accurate
"Nocardia_otitidiscaviarum__11192495:Nocardia otitidiscaviarum 
",none,an
"Nocardia_otitidiscaviarum__11193319:Nocardia otitidiscaviarum 
",>65岁,74-year-old
"Nocardia_otitidiscaviarum__11431917:Nocardia otitidiscaviarum 
",17-65岁,35-year-old
"Nocardia_otitidiscaviarum__11464085:Nocardia otitidiscaviarum 
",17-65岁,61
"Nocardia_otitidiscaviarum__12702479:Nocardia otitidiscaviarum 
",17-65岁,62-year-old
"Nocardia_otitidiscaviarum__1425729:Nocardia otitidiscaviarum 
",none,.
"Nocardia_otitidiscaviarum__15055871:Nocardia otitidiscaviarum 
",>65岁,65-year-old
"Nocardia_otitidiscaviarum__16351482:Nocardia otitidiscaviarum 
",none,infection
"Nocardia_otitidiscaviarum__17570990:Nocardia otitidiscaviarum 
",none,") and sickle cell anemia. The epidemiology, pathogenesis, and treatment of Nocardia infections are discussed."
"Nocardia_otitidiscaviarum__17572044:Nocardia otitidiscaviarum 
",none,diabetic
"Nocardia_otitidiscaviarum__18516465:Nocardia otitidiscaviarum 
",none,with
"Nocardia_otitidiscaviarum__19366439:Nocardia otitidiscaviarum 
",>65岁,elderly
"Nocardia_otitidiscaviarum__19535755:Nocardia otitidiscaviarum 
",none,.
"Nocardia_otitidiscaviarum__21771689:Nocardia otitidiscaviarum 
",none,immunocompetent
"Nocardia_otitidiscaviarum__22346531:Nocardia otitidiscaviarum 
",none,Caucasian
"Nocardia_otitidiscaviarum__23216681:Nocardia otitidiscaviarum 
",none,one-year-old
"Nocardia_otitidiscaviarum__24031500:Nocardia otitidiscaviarum 
",none,a man
"Nocardia_otitidiscaviarum__24421815:Nocardia otitidiscaviarum 
",1-17岁,Thirteen
"Nocardia_otitidiscaviarum__27166054:Nocardia otitidiscaviarum 
",1-17岁,adolescent
"Nocardia_otitidiscaviarum__27882160:Nocardia otitidiscaviarum 
",1-17岁,young
"Nocardia_otitidiscaviarum__27999029:Nocardia otitidiscaviarum 
",1-17岁,10 year period (2005-14
"Nocardia_otitidiscaviarum__28112090:Nocardia otitidiscaviarum 
",17-65岁,41-year-old
"Nocardia_otitidiscaviarum__28352469:Nocardia otitidiscaviarum 
",>65岁,72-year-old
"Nocardia_otitidiscaviarum__28353613:Nocardia otitidiscaviarum 
",none,a cotton farmer
"Nocardia_otitidiscaviarum__28969125:Nocardia otitidiscaviarum 
",none,patient
"Nocardia_otitidiscaviarum__29910572:Nocardia otitidiscaviarum 
",none,patient
"Nocardia_otitidiscaviarum__31305694:Nocardia otitidiscaviarum 
",none,farmer
"Nocardia_otitidiscaviarum__31495097:Nocardia otitidiscaviarum 
",none,.
"Nocardia_otitidiscaviarum__31938131:Nocardia otitidiscaviarum 
",>65岁,66-year-old
"Nocardia_otitidiscaviarum__32146457:Nocardia otitidiscaviarum 
",>65岁,74-year old
"Nocardia_otitidiscaviarum__32415818:Nocardia otitidiscaviarum 
",17-65岁,60
"Nocardia_otitidiscaviarum__33163361:Nocardia otitidiscaviarum 
",17-65岁,56-year-old
"Nocardia_otitidiscaviarum__7620008:Nocardia otitidiscaviarum 
",none,.
"Nocardia_otitidiscaviarum__9840712:Nocardia otitidiscaviarum 
",>65岁,76-year-old
"Nocardia_pneumoniae__17659426:Nocardia pneumoniae 
",>65岁,65-year-old
"Nocardia_pneumoniae__17877230:Nocardia pneumoniae 
",17-65岁,37
"Nocardia_pneumoniae__18171261:Nocardia pneumoniae 
",17-65岁,adult
"Nocardia_pneumoniae__18192116:Nocardia pneumoniae 
",none,"and decreased gastrointestinal absorption, probably due to cGVHD, might have been the underlying"
"Nocardia_pneumoniae__18516465:Nocardia pneumoniae 
",none,with
"Nocardia_pneumoniae__18709728:Nocardia pneumoniae 
",none,.
"Nocardia_pneumoniae__19049715:Nocardia pneumoniae 
",none,renal transplant recipient
"Nocardia_pneumoniae__19062401:Nocardia pneumoniae 
",17-65岁,43-year-old
"Nocardia_pneumoniae__19350841:Nocardia pneumoniae 
",none,.
"Nocardia_pneumoniae__19361807:Nocardia pneumoniae 
",none,.
"Nocardia_pneumoniae__19756439:Nocardia pneumoniae 
",17-65岁,60-year old
"Nocardia_pneumoniae__19858711:Nocardia pneumoniae 
",none,than
"Nocardia_pneumoniae__19860256:Nocardia pneumoniae 
",>65岁,78-year-old
"Nocardia_pneumoniae__19940053:Nocardia pneumoniae 
",17-65岁,55-year-old
"Nocardia_pneumoniae__20146956:Nocardia pneumoniae 
",1-17岁,eight
"Nocardia_pneumoniae__20428663:Nocardia pneumoniae 
",17-65岁,21-year old
"Nocardia_pneumoniae__20610935:Nocardia pneumoniae 
",none,both
"Nocardia_pneumoniae__20805721:Nocardia pneumoniae 
",none,:
"Nocardia_pneumoniae__21249414:Nocardia pneumoniae 
",17-65岁,47-year-old
"Nocardia_pneumoniae__21308445:Nocardia pneumoniae 
",17-65岁,60-year-old
"Nocardia_pneumoniae__21309966:Nocardia pneumoniae 
",17-65岁,54-year-old
"Nocardia_pneumoniae__21376801:Nocardia pneumoniae 
",1-17岁,child
"Nocardia_pneumoniae__21412179:Nocardia pneumoniae 
",none,","
"Nocardia_pneumoniae__21481624:Nocardia pneumoniae 
",none,died
"Nocardia_pneumoniae__21524621:Nocardia pneumoniae 
",none,patients
"Nocardia_pneumoniae__21608435:Nocardia pneumoniae 
",17-65岁,54 years old
"Nocardia_pneumoniae__22093215:Nocardia pneumoniae 
",none,receiving
"Nocardia_pneumoniae__22120819:Nocardia pneumoniae 
",none,.
"Nocardia_pneumoniae__22192786:Nocardia pneumoniae 
",none,","
"Nocardia_pneumoniae__22215305:Nocardia pneumoniae 
",17-65岁,50-year-old
"Nocardia_pneumoniae__22612440:Nocardia pneumoniae 
",none,higher
"Nocardia_pneumoniae__22687853:Nocardia pneumoniae 
",17-65岁,45-year-old
"Nocardia_pneumoniae__22778377:Nocardia pneumoniae 
",none,-rituximab
"Nocardia_pneumoniae__22883249:Nocardia pneumoniae 
",none,this
"Nocardia_pneumoniae__23101646:Nocardia pneumoniae 
",none,patients
"Nocardia_pneumoniae__23188464:Nocardia pneumoniae 
",none,a
"Nocardia_pneumoniae__23465630:Nocardia pneumoniae 
",none,.
"Nocardia_pneumoniae__23523047:Nocardia pneumoniae 
",none,cancer
"Nocardia_pneumoniae__23598938:Nocardia pneumoniae 
",>65岁,85-year-old
"Nocardia_pneumoniae__23702174:Nocardia pneumoniae 
",none,these
"Nocardia_pneumoniae__23725690:Nocardia pneumoniae 
",17-65岁,39
"Nocardia_pneumoniae__23756931:Nocardia pneumoniae 
",none,"Asir,"
"Nocardia_pneumoniae__23904428:Nocardia pneumoniae 
",1-17岁,3-week-old
"Nocardia_pneumoniae__24127474:Nocardia pneumoniae 
",1-17岁,4-year-old
"Nocardia_pneumoniae__24340116:Nocardia pneumoniae 
",none,land mass
"Nocardia_pneumoniae__24356475:Nocardia pneumoniae 
",none,A
"Nocardia_pneumoniae__24421828:Nocardia pneumoniae 
",none,a highly immune-suppressed patient
"Nocardia_pneumoniae__24422202:Nocardia pneumoniae 
",none,immunocompetent
"Nocardia_pneumoniae__24500322:Nocardia pneumoniae 
",17-65岁,42-year-old
"Nocardia_pneumoniae__24594251:Nocardia pneumoniae 
",17-65岁,24-year-old
"Nocardia_pneumoniae__24855916:Nocardia pneumoniae 
",>65岁,90 year old
"Nocardia_pneumoniae__24950706:Nocardia pneumoniae 
",17-65岁,middle aged
"Nocardia_pneumoniae__24974451:Nocardia pneumoniae 
",>65岁,69-year-old
"Nocardia_pneumoniae__25093624:Nocardia pneumoniae 
",1-17岁,4
"Nocardia_pneumoniae__25138798:Nocardia pneumoniae 
",none,transplantation
"Nocardia_pneumoniae__25344657:Nocardia pneumoniae 
",none,patients
"Nocardia_pneumoniae__25398925:Nocardia pneumoniae 
",none,a man
"Nocardia_pneumoniae__25470211:Nocardia pneumoniae 
",none,juvenile
"Nocardia_pneumoniae__25506020:Nocardia pneumoniae 
",17-65岁,35-year-old
"Nocardia_pneumoniae__25668608:Nocardia pneumoniae 
",none,a
"Nocardia_pneumoniae__25672031:Nocardia pneumoniae 
",none,recipient
"Nocardia_pneumoniae__26150643:Nocardia pneumoniae 
",>65岁,77-year-old
"Nocardia_pneumoniae__26220982:Nocardia pneumoniae 
",>65岁,71-year-old
"Nocardia_pneumoniae__26278314:Nocardia pneumoniae 
",none,Palliative
"Nocardia_pneumoniae__26611101:Nocardia pneumoniae 
",none,leukaemia].ABSTRACT:
"Nocardia_pneumoniae__26774738:Nocardia pneumoniae 
",>65岁,39-83
"Nocardia_pneumoniae__26809666:Nocardia pneumoniae 
",>65岁,55 years (range 25-65
"Nocardia_pneumoniae__26819795:Nocardia pneumoniae 
",17-65岁,55-year-old
"Nocardia_pneumoniae__26914251:Nocardia pneumoniae 
",none,patients
"Nocardia_pneumoniae__27041173:Nocardia pneumoniae 
",>65岁,84-year-old
"Nocardia_pneumoniae__27066088:Nocardia pneumoniae 
",none,old
"Nocardia_pneumoniae__27110022:Nocardia pneumoniae 
",17-65岁,26
"Nocardia_pneumoniae__27155949:Nocardia pneumoniae 
",none,.
"Nocardia_pneumoniae__27241370:Nocardia pneumoniae 
",1-17岁,13
"Nocardia_pneumoniae__27367327:Nocardia pneumoniae 
",none,man
"Nocardia_pneumoniae__27578932:Nocardia pneumoniae 
",>65岁,"54 years (range, 16-76"
"Nocardia_pneumoniae__27826114:Nocardia pneumoniae 
",>65岁,72-year-old
"Nocardia_pneumoniae__27872648:Nocardia pneumoniae 
",17-65岁,58-year-old
"Nocardia_pneumoniae__27932160:Nocardia pneumoniae 
",>65岁,66-year-old
"Nocardia_pneumoniae__28112090:Nocardia pneumoniae 
",17-65岁,41-year-old
"Nocardia_pneumoniae__28290754:Nocardia pneumoniae 
",17-65岁,50-year-old
"Nocardia_pneumoniae__28348912:Nocardia pneumoniae 
",none,Nocardiosis
"Nocardia_pneumoniae__28353613:Nocardia pneumoniae 
",none,farmer
"Nocardia_pneumoniae__28387128:Nocardia pneumoniae 
",>65岁,74-year-old
"Nocardia_pneumoniae__28507832:Nocardia pneumoniae 
",none,an
"Nocardia_pneumoniae__28623531:Nocardia pneumoniae 
",none,a
"Nocardia_pneumoniae__28626172:Nocardia pneumoniae 
",17-65岁,Seventeen
"Nocardia_pneumoniae__28688759:Nocardia pneumoniae 
",none,these
"Nocardia_pneumoniae__28951103:Nocardia pneumoniae 
",17-65岁,30
"Nocardia_pneumoniae__29250670:Nocardia pneumoniae 
",17-65岁,adult
"Nocardia_pneumoniae__29263313:Nocardia pneumoniae 
",17-65岁,57-year-old
"Nocardia_pneumoniae__29555315:Nocardia pneumoniae 
",none,UCLA
"Nocardia_pneumoniae__29666726:Nocardia pneumoniae 
",>65岁,68-year-old
"Nocardia_pneumoniae__29737456:Nocardia pneumoniae 
",none,diabetic
"Nocardia_pneumoniae__29776946:Nocardia pneumoniae 
",none,:
"Nocardia_pneumoniae__30005540:Nocardia pneumoniae 
",none,or
"Nocardia_pneumoniae__30176830:Nocardia pneumoniae 
",17-65岁,58-year-old
"Nocardia_pneumoniae__30412142:Nocardia pneumoniae 
",17-65岁,55-year-old
"Nocardia_pneumoniae__30713323:Nocardia pneumoniae 
",>65岁,70-year old
"Nocardia_pneumoniae__30756072:Nocardia pneumoniae 
",none,a
"Nocardia_pneumoniae__30817024:Nocardia pneumoniae 
",none,SOT.
"Nocardia_pneumoniae__31305694:Nocardia pneumoniae 
",none,farmer
"Nocardia_pneumoniae__31337957:Nocardia pneumoniae 
",none,susceptible
"Nocardia_pneumoniae__31588382:Nocardia pneumoniae 
",>65岁,77-year-old
"Nocardia_pneumoniae__31693939:Nocardia pneumoniae 
",1-17岁,five
"Nocardia_pneumoniae__31980471:Nocardia pneumoniae 
",>65岁,elderly
"Nocardia_pneumoniae__32288579:Nocardia pneumoniae 
",none,patients
"Nocardia_pneumoniae__32328325:Nocardia pneumoniae 
",none,"COPD,"
"Nocardia_pneumoniae__32390758:Nocardia pneumoniae 
",none,patients
"Nocardia_pneumoniae__32462470:Nocardia pneumoniae 
",17-65岁,64-year-old
"Nocardia_pneumoniae__32509624:Nocardia pneumoniae 
",none,ad
"Nocardia_pneumoniae__32699055:Nocardia pneumoniae 
",>65岁,86-year-old
"Nocardia_pneumoniae__32868850:Nocardia pneumoniae 
",17-65岁,60
"Nocardia_pneumoniae__32920680:Nocardia pneumoniae 
",17-65岁,19 (0-56
"Nocardia_pneumoniae__33005425:Nocardia pneumoniae 
",none,a
"Nocardia_pneumoniae__33170499:Nocardia pneumoniae 
",17-65岁,adults
"Nocardia_pneumoniae__33310996:Nocardia pneumoniae 
",none,coastline
"Nocardia_transvalensis__12681430:Nocardia transvalensis 
",none,recipient
"Nocardia_transvalensis__1520793:Nocardia transvalensis 
",1-17岁,16
"Nocardia_transvalensis__15597252:Nocardia transvalensis 
",17-65岁,45 year old
"Nocardia_transvalensis__1620016:Nocardia transvalensis 
",1-17岁,two
"Nocardia_transvalensis__1727888:Nocardia transvalensis 
",none,undergoing
"Nocardia_transvalensis__19101858:Nocardia transvalensis 
",1-17岁,"5-y period (2003 - 2007), nocardial infections were diagnosed in 15"
"Nocardia_transvalensis__20541440:Nocardia transvalensis 
",none,empiric
"Nocardia_transvalensis__21376801:Nocardia transvalensis 
",1-17岁,child
"Nocardia_transvalensis__21461846:Nocardia transvalensis 
",none,.
"Nocardia_transvalensis__21560401:Nocardia transvalensis 
",none,l
"Nocardia_transvalensis__21567235:Nocardia transvalensis 
",>65岁,75-year-old
"Nocardia_transvalensis__22919172:Nocardia transvalensis 
",17-65岁,19-year-old
"Nocardia_transvalensis__23756931:Nocardia transvalensis 
",none,"Asir,"
"Nocardia_transvalensis__25960909:Nocardia transvalensis 
",17-65岁,eighteen
"Nocardia_transvalensis__27155949:Nocardia transvalensis 
",none,.
"Nocardia_transvalensis__27313917:Nocardia transvalensis 
",none,a
"Nocardia_transvalensis__2755755:Nocardia transvalensis 
",1-17岁,child
"Nocardia_transvalensis__27999029:Nocardia transvalensis 
",1-17岁,10 year period (2005-14
"Nocardia_transvalensis__32025483:Nocardia transvalensis 
",17-65岁,52-year-old
"Nocardia_transvalensis__32775192:Nocardia transvalensis 
",1-17岁,71 +- 15
"Rhodococcus_equi_15891796:Rhodococcus equi
",17-65岁,52 years old
"Rhodococcus_equi_15892228:Rhodococcus equi
",1-17岁,7
"Rhodococcus_equi_16190597:Rhodococcus equi
",1岁以下,3-month-old
"Rhodococcus_equi_16426201:Rhodococcus equi
",1岁以下,4-month-old
"Rhodococcus_equi_16627120:Rhodococcus equi
",none,foal.ABSTRACT:
"Rhodococcus_equi_16933840:Rhodococcus equi
",17-65岁,52-year-old
"Rhodococcus_equi_17962888:Rhodococcus equi
",none,HIV+ man
"Rhodococcus_equi_18506169:Rhodococcus equi
",17-65岁,62-year-old
"Rhodococcus_equi_18622672:Rhodococcus equi
",17-65岁,20-62
"Rhodococcus_equi_19296001:Rhodococcus equi
",none,patient
"Rhodococcus_equi_19497046:Rhodococcus equi
",none,re
"Rhodococcus_equi_20136716:Rhodococcus equi
",17-65岁,adult
"Rhodococcus_equi_20417417:Rhodococcus equi
",none,a
"Rhodococcus_equi_20463575:Rhodococcus equi
",none,with
"Rhodococcus_equi_21631714:Rhodococcus equi
",none,foal precipitated a second hemolytic crisis.
"Rhodococcus_equi_22036870:Rhodococcus equi
",none,land
"Rhodococcus_equi_23051922:Rhodococcus equi
",none,immunocompetent
"Rhodococcus_equi_23101646:Rhodococcus equi
",none,AIDS
"Rhodococcus_equi_23188780:Rhodococcus equi
",none,retired
"Rhodococcus_equi_23270353:Rhodococcus equi
",none,stalls
"Rhodococcus_equi_23347878:Rhodococcus equi
",none,.
"Rhodococcus_equi_23437550:Rhodococcus equi
",1-17岁,8
"Rhodococcus_equi_23757997:Rhodococcus equi
",17-65岁,19
"Rhodococcus_equi_24362741:Rhodococcus equi
",17-65岁,55-year-old
"Rhodococcus_equi_24482103:Rhodococcus equi
",17-65岁,48-year-old
"Rhodococcus_equi_24697022:Rhodococcus equi
",17-65岁,43-year-old
"Rhodococcus_equi_24943142:Rhodococcus equi
",none,a
"Rhodococcus_equi_25282322:Rhodococcus equi
",none,f
"Rhodococcus_equi_25412764:Rhodococcus equi
",none,renal transplant
"Rhodococcus_equi_25443587:Rhodococcus equi
",none,patient
"Rhodococcus_equi_25473561:Rhodococcus equi
",none,.
"Rhodococcus_equi_25513024:Rhodococcus equi
",17-65岁,48-year-old
"Rhodococcus_equi_25555337:Rhodococcus equi
",none,week
"Rhodococcus_equi_25600452:Rhodococcus equi
",1岁以下,neonatal and weanling
"Rhodococcus_equi_26325110:Rhodococcus equi
",none,patient
"Rhodococcus_equi_26483993:Rhodococcus equi
",none,a
"Rhodococcus_equi_27264610:Rhodococcus equi
",1岁以下,2-month-old
"Rhodococcus_equi_27500216:Rhodococcus equi
",17-65岁,57-year-old
"Rhodococcus_equi_28697612:Rhodococcus equi
",17-65岁,adult
"Rhodococcus_equi_29593168:Rhodococcus equi
",none,heifer.
"Rhodococcus_equi_29614259:Rhodococcus equi
",>65岁,71-year-old
"Rhodococcus_equi_29777923:Rhodococcus equi
",none,a time
"Rhodococcus_equi_30036298:Rhodococcus equi
",none,emphasized
"Rhodococcus_equi_30063120:Rhodococcus equi
",1-17岁,3
"Rhodococcus_equi_30373803:Rhodococcus equi
",none,considerable
"Rhodococcus_equi_30462797:Rhodococcus equi
",none,a Human Immunodeficiency Virus (HIV)-infected patient
"Rhodococcus_equi_30661897:Rhodococcus equi
",>65岁,67-year-old
"Rhodococcus_equi_30706641:Rhodococcus equi
",1-17岁,nine
"Rhodococcus_equi_31272304:Rhodococcus equi
",1-17岁,11-y-old
"Rhodococcus_equi_31808183:Rhodococcus equi
",none,equi
"Rhodococcus_equi_31911054:Rhodococcus equi
",none,Recipient
"Rhodococcus_equi_31993449:Rhodococcus equi
",>65岁,1998
"Rhodococcus_equi_32318299:Rhodococcus equi
",17-65岁,25-year-old
"Rhodococcus_equi_32400257:Rhodococcus equi
",1-17岁,11
"Rhodococcus_equi_32467804:Rhodococcus equi
",>65岁,77-year-old
"Thermoactinomyces_15114848:Thermoactinomyces
",17-65岁,40-year-old
"Thermoactinomyces_18260309:Thermoactinomyces
",17-65岁,22-year-old
"Thermoactinomyces_21226310:Thermoactinomyces
",17-65岁,48-year-old
"Thermoactinomyces_26621297:Thermoactinomyces
",>65岁,68-year-old
"Thermoactinomyces_32619123:Thermoactinomyces
",1-17岁,5-year-old
"Trueperella_pyogenes_15347239:Trueperella pyogenes
",none,A man
"Trueperella_pyogenes_17323570:Trueperella pyogenes
",none,females
"Trueperella_pyogenes_1994689:Trueperella pyogenes
",none,:
"Trueperella_pyogenes_23512925:Trueperella pyogenes
",1-17岁,3
"Trueperella_pyogenes_29071076:Trueperella pyogenes
",>65岁,204
"Trueperella_pyogenes_31023148:Trueperella pyogenes
",none,vein
"Tsukamurella_strandjordi_15194243:Tsukamurella strandjordi
",none,AIDS
"Tsukamurella_strandjordi_18554413:Tsukamurella strandjordi
",>65岁,elderly
"Tsukamurella_strandjordi_19153422:Tsukamurella strandjordi
",none,.
"Tsukamurella_strandjordi_19909497:Tsukamurella strandjordi
",none,-year old
"Tsukamurella_strandjordi_20503156:Tsukamurella strandjordi
",none,.
"Tsukamurella_strandjordi_20946410:Tsukamurella strandjordi
",none,line
"Tsukamurella_strandjordi_21613935:Tsukamurella strandjordi
",>65岁,79-year-old
"Tsukamurella_strandjordi_22192786:Tsukamurella strandjordi
",none,as well as
"Tsukamurella_strandjordi_24470887:Tsukamurella strandjordi
",1-17岁,14-year-old
"Tsukamurella_strandjordi_24562746:Tsukamurella strandjordi
",17-65岁,47-year-old
"Tsukamurella_strandjordi_25463697:Tsukamurella strandjordi
",>65岁,101
"Tsukamurella_strandjordi_27995010:Tsukamurella strandjordi
",none,old
"Tsukamurella_strandjordi_28628338:Tsukamurella strandjordi
",17-65岁,24-year-old
"Tsukamurella_strandjordi_32649848:Tsukamurella strandjordi
",17-65岁,40-year-old
"Tsukamurella_strandjordi_33036892:Tsukamurella strandjordi
",17-65岁,44-year-old
"Tsukamurella_strandjordi_8934902:Tsukamurella strandjordi
",none,patient
"Chlamydia_felis_24580994:Chlamydia felis
",none,situations
"Chlamydia_felis_27208751:Chlamydia felis
",>65岁,186
"Chlamydia_pneumoniae_24934886:Chlamydia pneumoniae
",>65岁,105
"Chlamydia_pneumoniae_24979513:Chlamydia pneumoniae
",17-65岁,20 months to 18
"Chlamydia_pneumoniae_25033402:Chlamydia pneumoniae
",1-17岁,younger
"Chlamydia_pneumoniae_25316132:Chlamydia pneumoniae
",17-65岁,eighteen
"Chlamydia_pneumoniae_25524126:Chlamydia pneumoniae
",1-17岁,1-15
"Chlamydia_pneumoniae_25566754:Chlamydia pneumoniae
",17-65岁,18
"Chlamydia_pneumoniae_25693633:Chlamydia pneumoniae
",1-17岁,younger
"Chlamydia_pneumoniae_25840889:Chlamydia pneumoniae
",none,several
"Chlamydia_pneumoniae_25879996:Chlamydia pneumoniae
",none,age
"Chlamydia_pneumoniae_25887603:Chlamydia pneumoniae
",1-17岁,3
"Chlamydia_pneumoniae_25988545:Chlamydia pneumoniae
",none,US
"Chlamydia_pneumoniae_26224210:Chlamydia pneumoniae
",none,fluid
"Chlamydia_pneumoniae_26255889:Chlamydia pneumoniae
",>65岁,148
"Chlamydia_pneumoniae_26703014:Chlamydia pneumoniae
",17-65岁,40
"Chlamydia_pneumoniae_26932735:Chlamydia pneumoniae
",>65岁,225
"Chlamydia_pneumoniae_27031454:Chlamydia pneumoniae
",17-65岁,adults
"Chlamydia_pneumoniae_27120360:Chlamydia pneumoniae
",1-17岁,10
"Chlamydia_pneumoniae_27276986:Chlamydia pneumoniae
",17-65岁,adults
"Chlamydia_pneumoniae_27317257:Chlamydia pneumoniae
",17-65岁,60
"Chlamydia_pneumoniae_27721281:Chlamydia pneumoniae
",1-17岁,2 months to 12
"Chlamydia_pneumoniae_27960206:Chlamydia pneumoniae
",none,"these patients, which hopefully translates into improved"
"Chlamydia_pneumoniae_27960208:Chlamydia pneumoniae
",>65岁,Aging
"Chlamydia_pneumoniae_28062246:Chlamydia pneumoniae
",>65岁,100
"Chlamydia_pneumoniae_28121925:Chlamydia pneumoniae
",1-17岁,Two
"Chlamydia_pneumoniae_28129377:Chlamydia pneumoniae
",>65岁,675
"Chlamydia_pneumoniae_28158460:Chlamydia pneumoniae
",>65岁,532
"Chlamydia_pneumoniae_28376442:Chlamydia pneumoniae
",1-17岁,roughly 6-year intervals
"Chlamydia_pneumoniae_28393985:Chlamydia pneumoniae
",>65岁,240
"Chlamydia_pneumoniae_28475737:Chlamydia pneumoniae
",17-65岁,2-59
"Chlamydia_pneumoniae_28525234:Chlamydia pneumoniae
",none,suspicious
"Chlamydia_pneumoniae_28526018:Chlamydia pneumoniae
",17-65岁,adults
"Chlamydia_pneumoniae_28599867:Chlamydia pneumoniae
",>65岁,130
"Chlamydia_pneumoniae_28899468:Chlamydia pneumoniae
",1-17岁,1
"Chlamydia_pneumoniae_28900526:Chlamydia pneumoniae
",>65岁,87-year-old
"Chlamydia_pneumoniae_28922613:Chlamydia pneumoniae
",1-17岁,5
"Chlamydia_pneumoniae_29028977:Chlamydia pneumoniae
",none,important
"Chlamydia_pneumoniae_29057257:Chlamydia pneumoniae
",none,age
"Chlamydia_pneumoniae_29069917:Chlamydia pneumoniae
",17-65岁,59
"Chlamydia_pneumoniae_29153416:Chlamydia pneumoniae
",>65岁,147
"Chlamydia_pneumoniae_29208015:Chlamydia pneumoniae
",17-65岁,18
"Chlamydia_pneumoniae_29229084:Chlamydia pneumoniae
",none,old
"Chlamydia_pneumoniae_29487244:Chlamydia pneumoniae
",17-65岁,59
"Chlamydia_pneumoniae_29850935:Chlamydia pneumoniae
",1-17岁,four children
"Chlamydia_pneumoniae_29932038:Chlamydia pneumoniae
",1-17岁,5
"Chlamydia_pneumoniae_29987137:Chlamydia pneumoniae
",17-65岁,adult
"Chlamydia_pneumoniae_30051535:Chlamydia pneumoniae
",>65岁,183
"Chlamydia_pneumoniae_30105627:Chlamydia pneumoniae
",>65岁,56 [44-67
"Chlamydia_pneumoniae_30178647:Chlamydia pneumoniae
",1-17岁,10
"Chlamydia_pneumoniae_30403740:Chlamydia pneumoniae
",1-17岁,6 to 10
"Chlamydia_pneumoniae_30563504:Chlamydia pneumoniae
",1-17岁,younger
"Chlamydia_pneumoniae_30622770:Chlamydia pneumoniae
",1-17岁,9
"Chlamydia_pneumoniae_30665366:Chlamydia pneumoniae
",1-17岁,5 years-old
"Chlamydia_pneumoniae_30689160:Chlamydia pneumoniae
",>65岁,314
"Chlamydia_pneumoniae_30690452:Chlamydia pneumoniae
",none,ill
"Chlamydia_pneumoniae_30701012:Chlamydia pneumoniae
",1-17岁,6-year-old
"Chlamydia_pneumoniae_30713347:Chlamydia pneumoniae
",1-17岁,4
"Chlamydia_pneumoniae_31014083:Chlamydia pneumoniae
",>65岁,139
"Chlamydia_pneumoniae_31016635:Chlamydia pneumoniae
",1-17岁,1-11
"Chlamydia_pneumoniae_31108956:Chlamydia pneumoniae
",1-17岁,adolescent
"Chlamydia_pneumoniae_31484252:Chlamydia pneumoniae
",>65岁,80
