,age,age_origin
"Porcine_circovirus_21669448:Porcine circovirus
",none,a PCV2-infected pig
"Porcine_epidemic_diarrhea_virus_15073334:Porcine epidemic diarrhea virus
",1-17岁,8-mo-old
"Porcine_respiratory_and_reproductive_syndrome_20476871:Porcine respiratory and reproductive syndrome
",17-65岁,32-year-old
"Porcine_respiratory_and_reproductive_syndrome_20499655:Porcine respiratory and reproductive syndrome
",>65岁,17-71
"Porcine_respiratory_and_reproductive_syndrome_25361819:Porcine respiratory and reproductive syndrome
",>65岁,Olot/1991
"Porcine_respiratory_and_reproductive_syndrome_27273027:Porcine respiratory and reproductive syndrome
",1-17岁,7-week-old
"Porcine_respiratory_and_reproductive_syndrome_28252630:Porcine respiratory and reproductive syndrome
",1-17岁,2
"Porcine_respiratory_and_reproductive_syndrome_7865592:Porcine respiratory and reproductive syndrome
",none,.
"Porcine_respiratory_and_reproductive_syndrome_7954227:Porcine respiratory and reproductive syndrome
",none,Quebec
"Porcine_respiratory_and_reproductive_syndrome_7954232:Porcine respiratory and reproductive syndrome
",none,Ontario
"Porcine_respiratory_and_reproductive_syndrome_8286449:Porcine respiratory and reproductive syndrome
",none,mystery
"Porcine_respiratory_and_reproductive_syndrome_8286480:Porcine respiratory and reproductive syndrome
",none,:
"Porcine_respiratory_and_reproductive_syndrome_9534767:Porcine respiratory and reproductive syndrome
",none,this
"Porcine_transmissible_gastroenteritis_virus_17423261:Porcine transmissible gastroenteritis virus
",1-17岁,eight
"Porcine_transmissible_gastroenteritis_virus_17423290:Porcine transmissible gastroenteritis virus
",1-17岁,six-week-old
"Porcine_transmissible_gastroenteritis_virus_2536975:Porcine transmissible gastroenteritis virus
",none,.
"Porcine_transmissible_gastroenteritis_virus_32289094:Porcine transmissible gastroenteritis virus
",none,wider age
"Porcine_transmissible_gastroenteritis_virus_33249989:Porcine transmissible gastroenteritis virus
",1-17岁,less than eleven
"Porton_virus_33259882:Porton virus
",1-17岁,eight hospitals in England
"Porton_virus_33283055:Porton virus
",none,from patients with current or previous
"Porton_virus_34240696:Porton virus
",none,UK hospital
"Porton_virus_34348116:Porton virus
",17-65岁,11 years old to 36% (CI 28-45) in contacts aged 19-54
"Potosi_virus_14872176:Potosi virus
",1-17岁,15
"Potosi_virus_16371864:Potosi virus
",1-17岁,5
"Potosi_virus_19498336:Potosi virus
",none,several
"Potosi_virus_20031039:Potosi virus
",none,determinant
"Potosi_virus_25412469:Potosi virus
",17-65岁,25
"Potosi_virus_27439650:Potosi virus
",1岁以下,1 month old
"Potosi_virus_28162824:Potosi virus
",1-17岁,5
"Potosi_virus_28673837:Potosi virus
",1-17岁,5
"Potosi_virus_29510861:Potosi virus
",1-17岁,children
"Potosi_virus_30137695:Potosi virus
",1-17岁,5 years old or younger
"Potosi_virus_30895882:Potosi virus
",17-65岁,60
"Potosi_virus_31678896:Potosi virus
",1-17岁,younger
"Potosi_virus_31696140:Potosi virus
",17-65岁,Adults
"Potosi_virus_31882808:Potosi virus
",none,totallity
"Potosi_virus_31917902:Potosi virus
",17-65岁,33
"Potosi_virus_32305431:Potosi virus
",1岁以下,in infants
"Potosi_virus_32496469:Potosi virus
",1-17岁,two
"Potosi_virus_33661873:Potosi virus
",none,full
"Potosi_virus_34913637:Potosi virus
",1-17岁,five
"Potosi_virus_34918890:Potosi virus
",none,health
"Powassan_virus_26648575:Powassan virus
",17-65岁,48-year-old
"Powassan_virus_33758161:Powassan virus
",>65岁,76-year-old
"Powassan_virus_34921220:Powassan virus
",>65岁,3352
"Powassan_virus_7826877:Powassan virus
",none,frequence
"Pretoria_virus_33530100:Pretoria virus
",1-17岁,6
"Pretoria_virus_33539399:Pretoria virus
",1-17岁,9-12
"Pretoria_virus_34363789:Pretoria virus
",1-17岁,15
"Pretoria_virus_34383824:Pretoria virus
",1-17岁,5
"Pretoria_virus_34457212:Pretoria virus
",none,applying
"Pretoria_virus_34485490:Pretoria virus
",none,a patient living
"Pretoria_virus_34528769:Pretoria virus
",1-17岁,5
"Pretoria_virus_34647792:Pretoria virus
",none,pillar
"Pretoria_virus_34954072:Pretoria virus
",17-65岁,32-year-old
"Protoboarmia_porcelaria_NPV_33228818:Protoboarmia porcelaria NPV
",>65岁,194
"Protoboarmia_porcelaria_NPV_33236268:Protoboarmia porcelaria NPV
",17-65岁,50
"Protoboarmia_porcelaria_NPV_33270790:Protoboarmia porcelaria NPV
",1-17岁,Younger
"Protoboarmia_porcelaria_NPV_33296132:Protoboarmia porcelaria NPV
",>65岁,257
"Protoboarmia_porcelaria_NPV_33296409:Protoboarmia porcelaria NPV
",>65岁,65
"Protoboarmia_porcelaria_NPV_33335520:Protoboarmia porcelaria NPV
",>65岁,72
"Protoboarmia_porcelaria_NPV_33449185:Protoboarmia porcelaria NPV
",17-65岁,49.2 +- 17
"Protoboarmia_porcelaria_NPV_33509388:Protoboarmia porcelaria NPV
",17-65岁,18
"Protoboarmia_porcelaria_NPV_33761733:Protoboarmia porcelaria NPV
",>65岁,136 moderate patients and 83
"Protoboarmia_porcelaria_NPV_33788910:Protoboarmia porcelaria NPV
",>65岁,73
"Protoboarmia_porcelaria_NPV_33793600:Protoboarmia porcelaria NPV
",>65岁,Older age
"Protoboarmia_porcelaria_NPV_33814777:Protoboarmia porcelaria NPV
",17-65岁,60
"Protoboarmia_porcelaria_NPV_33825279:Protoboarmia porcelaria NPV
",>65岁,98
"Protoboarmia_porcelaria_NPV_33825844:Protoboarmia porcelaria NPV
",>65岁,83
"Protoboarmia_porcelaria_NPV_33852356:Protoboarmia porcelaria NPV
",>65岁,72
"Protoboarmia_porcelaria_NPV_33871709:Protoboarmia porcelaria NPV
",none,administrative
"Protoboarmia_porcelaria_NPV_33872057:Protoboarmia porcelaria NPV
",>65岁,140
"Protoboarmia_porcelaria_NPV_33873077:Protoboarmia porcelaria NPV
",>65岁,78
"Protoboarmia_porcelaria_NPV_34063861:Protoboarmia porcelaria NPV
",>65岁,101
"Protoboarmia_porcelaria_NPV_34093013:Protoboarmia porcelaria NPV
",>65岁,734 medical-ward
"Protoboarmia_porcelaria_NPV_34096323:Protoboarmia porcelaria NPV
",17-65岁,60
"Protoboarmia_porcelaria_NPV_34106017:Protoboarmia porcelaria NPV
",>65岁,76
"Protoboarmia_porcelaria_NPV_34130118:Protoboarmia porcelaria NPV
",17-65岁,56
"Protoboarmia_porcelaria_NPV_34146235:Protoboarmia porcelaria NPV
",17-65岁,adult
"Protoboarmia_porcelaria_NPV_34218365:Protoboarmia porcelaria NPV
",17-65岁,58
"Protoboarmia_porcelaria_NPV_34243776:Protoboarmia porcelaria NPV
",>65岁,older
"Protoboarmia_porcelaria_NPV_34249808:Protoboarmia porcelaria NPV
",17-65岁,47
"Protoboarmia_porcelaria_NPV_34384896:Protoboarmia porcelaria NPV
",17-65岁,adults
"Protoboarmia_porcelaria_NPV_34493222:Protoboarmia porcelaria NPV
",>65岁,2020
"Protoboarmia_porcelaria_NPV_34502603:Protoboarmia porcelaria NPV
",17-65岁,58
"Protoboarmia_porcelaria_NPV_34675676:Protoboarmia porcelaria NPV
",17-65岁,59
"Protoboarmia_porcelaria_NPV_34745031:Protoboarmia porcelaria NPV
",>65岁,from HIV and non-HIV patients during 2013-2019
"Protoboarmia_porcelaria_NPV_34925647:Protoboarmia porcelaria NPV
",>65岁,71
"Pseudomonas_phage_fW-14_22493030:Pseudomonas phage fW-14
",none,the
"Pseudomonas_phage_fW-14_23221141:Pseudomonas phage fW-14
",1-17岁,1 till 15
"Pseudomonas_phage_fW-14_31102236:Pseudomonas phage fW-14
",17-65岁,26-year-old
"Pseudomonas_phage_fW-14_31207123:Pseudomonas phage fW-14
",none,LTRs
"Pseudomonas_phage_fW-14_31437402:Pseudomonas phage fW-14
",none,.
"Pseudomonas_phage_fW-14_33434411:Pseudomonas phage fW-14
",none,consequences for the efficacy of phage therapy in patient
"Pseudomonas_phage_fW-14_34578208:Pseudomonas phage fW-14
",none,CF patients
"Pseudomonas_phage_fW-14_34696331:Pseudomonas phage fW-14
",none,patient
"Pseudomonas_phage_fW-14_6402090:Pseudomonas phage fW-14
",none,in
"Pseudorabies_virus_171824:Pseudorabies virus
",none,respective
"Pseudorabies_virus_3032388:Pseudorabies virus
",none,same building
"Pseudorabies_virus_31408708:Pseudorabies virus
",none,jobs
"Pseudorabies_virus_34647219:Pseudorabies virus
",17-65岁,20
"Pseudorabies_virus_4375835:Pseudorabies virus
",none,pigs
"Pseudorabies_virus_4375836:Pseudorabies virus
",none,:
"Pseudorabies_virus_5145357:Pseudorabies virus
",none,pigs
"Psittacid_herpesvirus_23697483:Psittacid herpesvirus
",none,in
"Ptycholomoides_aeriferana_NPV_33228818:Ptycholomoides aeriferana NPV
",>65岁,194
"Ptycholomoides_aeriferana_NPV_33236268:Ptycholomoides aeriferana NPV
",none,Vircell
"Ptycholomoides_aeriferana_NPV_33270790:Ptycholomoides aeriferana NPV
",1-17岁,Younger
"Ptycholomoides_aeriferana_NPV_33296132:Ptycholomoides aeriferana NPV
",>65岁,257
"Ptycholomoides_aeriferana_NPV_33296409:Ptycholomoides aeriferana NPV
",>65岁,65
"Ptycholomoides_aeriferana_NPV_33335520:Ptycholomoides aeriferana NPV
",>65岁,72
"Ptycholomoides_aeriferana_NPV_33449185:Ptycholomoides aeriferana NPV
",17-65岁,49.2 +- 17
"Ptycholomoides_aeriferana_NPV_33509388:Ptycholomoides aeriferana NPV
",17-65岁,18
"Ptycholomoides_aeriferana_NPV_33761733:Ptycholomoides aeriferana NPV
",>65岁,136 moderate patients and 83
"Ptycholomoides_aeriferana_NPV_33788910:Ptycholomoides aeriferana NPV
",>65岁,73
"Ptycholomoides_aeriferana_NPV_33793600:Ptycholomoides aeriferana NPV
",>65岁,Older age
"Ptycholomoides_aeriferana_NPV_33814777:Ptycholomoides aeriferana NPV
",17-65岁,60
"Ptycholomoides_aeriferana_NPV_33825279:Ptycholomoides aeriferana NPV
",>65岁,98
"Ptycholomoides_aeriferana_NPV_33825844:Ptycholomoides aeriferana NPV
",>65岁,83
"Ptycholomoides_aeriferana_NPV_33852356:Ptycholomoides aeriferana NPV
",>65岁,72
"Ptycholomoides_aeriferana_NPV_33871709:Ptycholomoides aeriferana NPV
",none,administrative
"Ptycholomoides_aeriferana_NPV_33872057:Ptycholomoides aeriferana NPV
",>65岁,140
"Ptycholomoides_aeriferana_NPV_33873077:Ptycholomoides aeriferana NPV
",>65岁,78
"Ptycholomoides_aeriferana_NPV_34063861:Ptycholomoides aeriferana NPV
",>65岁,101
"Ptycholomoides_aeriferana_NPV_34093013:Ptycholomoides aeriferana NPV
",none,ward
"Ptycholomoides_aeriferana_NPV_34096323:Ptycholomoides aeriferana NPV
",17-65岁,adult
"Ptycholomoides_aeriferana_NPV_34106017:Ptycholomoides aeriferana NPV
",>65岁,76
"Ptycholomoides_aeriferana_NPV_34130118:Ptycholomoides aeriferana NPV
",17-65岁,56
"Ptycholomoides_aeriferana_NPV_34146235:Ptycholomoides aeriferana NPV
",1-17岁,adult patients with COVID-19 admitted to one of thirteen Northwell
"Ptycholomoides_aeriferana_NPV_34218365:Ptycholomoides aeriferana NPV
",17-65岁,58
"Ptycholomoides_aeriferana_NPV_34243776:Ptycholomoides aeriferana NPV
",>65岁,older
"Ptycholomoides_aeriferana_NPV_34249808:Ptycholomoides aeriferana NPV
",17-65岁,47
"Ptycholomoides_aeriferana_NPV_34384896:Ptycholomoides aeriferana NPV
",17-65岁,adults
"Ptycholomoides_aeriferana_NPV_34493222:Ptycholomoides aeriferana NPV
",>65岁,75
"Ptycholomoides_aeriferana_NPV_34502603:Ptycholomoides aeriferana NPV
",17-65岁,58
"Ptycholomoides_aeriferana_NPV_34675676:Ptycholomoides aeriferana NPV
",17-65岁,59
"Ptycholomoides_aeriferana_NPV_34745031:Ptycholomoides aeriferana NPV
",>65岁,from HIV and non-HIV patients during 2013-2019
"Ptycholomoides_aeriferana_NPV_34843505:Ptycholomoides aeriferana NPV
",>65岁,18 and 95
"Ptycholomoides_aeriferana_NPV_34869483:Ptycholomoides aeriferana NPV
",>65岁,118
"Ptycholomoides_aeriferana_NPV_34925647:Ptycholomoides aeriferana NPV
",>65岁,71
"Puumala_virus_11244810:Puumala virus
",none,eastern
"Puumala_virus_12878094:Puumala virus
",none,general
"Puumala_virus_12890323:Puumala virus
",none,in persons
"Puumala_virus_30136660:Puumala virus
",17-65岁,24-year-old
"Puumala_virus_31674901:Puumala virus
",none,previously
"Puumala_virus_32835021:Puumala virus
",17-65岁,48-year-old
"Puumala_virus_32944684:Puumala virus
",17-65岁,30
"Puumala_virus_34202952:Puumala virus
",>65岁,185
"Rabbitpox_virus_4339206:Rabbitpox virus
",none,:
"Rabbit_hemorrhagic_disease_virus_33828005:Rabbit hemorrhagic disease virus
",17-65岁,55
"Rabbit_kidney_vacuolating_virus_6255044:Rabbit kidney vacuolating virus
",17-65岁,adult
"Rabies_virus_12088481:Rabies virus
",none,people
"Rabies_virus_18689311:Rabies virus
",1-17岁,2
"Rabies_virus_24769577:Rabies virus
",none,these
"Rabies_virus_27175501:Rabies virus
",1-17岁,0-15
"Rabies_virus_33210477:Rabies virus
",none,many
"Rabies_virus_34112850:Rabies virus
",none,automatable
"Rabies_virus_34744210:Rabies virus
",none,"Herein,"
"Rabies_virus_795164:Rabies virus
",none,.
"Raccoonpox_virus_10405311:Raccoonpox virus
",none,domestic
"Raccoonpox_virus_17435100:Raccoonpox virus
",none,a domestic cat
"Raccoonpox_virus_19769672:Raccoonpox virus
",none,cats
"Raccoonpox_virus_25972246:Raccoonpox virus
",none,which
"Raccoonpox_virus_4339206:Raccoonpox virus
",none,:
"Raccoonpox_virus_4375310:Raccoonpox virus
",none,:
"Raccoon_parvovirus_14556063:Raccoon parvovirus
",1-17岁,11-year-old
"Raccoon_parvovirus_16462583:Raccoon parvovirus
",1-17岁,16-year-old
"Raccoon_parvovirus_16503960:Raccoon parvovirus
",17-65岁,adult
"Raccoon_parvovirus_17330795:Raccoon parvovirus
",1-17岁,5 years old
"Raccoon_parvovirus_17336143:Raccoon parvovirus
",1-17岁,7
"Raccoon_parvovirus_17351759:Raccoon parvovirus
",17-65岁,17
"Raccoon_parvovirus_17468770:Raccoon parvovirus
",1-17岁,child
"Raccoon_parvovirus_17469291:Raccoon parvovirus
",1-17岁,1.5-yr-old
"Raccoon_parvovirus_17607653:Raccoon parvovirus
",none,of
"Raccoon_parvovirus_17686654:Raccoon parvovirus
",1-17岁,child
"Raccoon_parvovirus_17851126:Raccoon parvovirus
",1-17岁,9
"Raccoon_parvovirus_17906838:Raccoon parvovirus
",>65岁,elderly
"Raccoon_parvovirus_19024084:Raccoon parvovirus
",1-17岁,five
"Raccoon_parvovirus_19486795:Raccoon parvovirus
",17-65岁,40-year-old
"Raccoon_parvovirus_19653946:Raccoon parvovirus
",1-17岁,4-y
"Raccoon_parvovirus_19960524:Raccoon parvovirus
",>65岁,124
"Raccoon_parvovirus_21524979:Raccoon parvovirus
",1-17岁,5
"Raccoon_parvovirus_21532231:Raccoon parvovirus
",>65岁,70-year-old
"Raccoon_parvovirus_22116985:Raccoon parvovirus
",17-65岁,30
"Raccoon_parvovirus_22168387:Raccoon parvovirus
",17-65岁,60 year-old
"Raccoon_parvovirus_22358354:Raccoon parvovirus
",1-17岁,0 to 5
"Raccoon_parvovirus_22531100:Raccoon parvovirus
",1-17岁,2
"Raccoon_parvovirus_22717293:Raccoon parvovirus
",17-65岁,46-year-old
"Raccoon_parvovirus_23082460:Raccoon parvovirus
",1-17岁,child
"Raccoon_parvovirus_24356475:Raccoon parvovirus
",none,A
"Raccoon_parvovirus_27888408:Raccoon parvovirus
",1岁以下,5-month-old
"Raccoon_parvovirus_28397477:Raccoon parvovirus
",1-17岁,0 - 5
"Raccoon_parvovirus_28777951:Raccoon parvovirus
",none,.
"Raccoon_parvovirus_29629004:Raccoon parvovirus
",1-17岁,6 year-old
"Raccoon_parvovirus_30159289:Raccoon parvovirus
",>65岁,156
"Raccoon_parvovirus_30281528:Raccoon parvovirus
",17-65岁,21-year-old
"Raccoon_parvovirus_31220115:Raccoon parvovirus
",1-17岁,2
"Raccoon_parvovirus_31519214:Raccoon parvovirus
",1岁以下,17-month-old
"Raccoon_parvovirus_32928810:Raccoon parvovirus
",17-65岁,44-year-old
"Raccoon_parvovirus_32975345:Raccoon parvovirus
",17-65岁,59
"Raccoon_parvovirus_33097683:Raccoon parvovirus
",>65岁,78-year-old
"Raccoon_parvovirus_33194423:Raccoon parvovirus
",none,patients
"Raccoon_parvovirus_33237291:Raccoon parvovirus
",>65岁,22 (12-67
"Raccoon_parvovirus_33332751:Raccoon parvovirus
",1-17岁,6-year-old
"Raccoon_parvovirus_33436535:Raccoon parvovirus
",17-65岁,22-year-old
"Raccoon_parvovirus_33715290:Raccoon parvovirus
",1-17岁,10
"Raccoon_parvovirus_34017709:Raccoon parvovirus
",>65岁,149
"Raccoon_parvovirus_34451422:Raccoon parvovirus
",1-17岁,5-year old
"Raccoon_parvovirus_34578183:Raccoon parvovirus
",17-65岁,adults
"Raccoon_parvovirus_34595389:Raccoon parvovirus
",17-65岁,adults
"Raccoon_parvovirus_34676356:Raccoon parvovirus
",17-65岁,18-year-old
"Raccoon_parvovirus_34774573:Raccoon parvovirus
",1-17岁,0-2
"Raccoon_parvovirus_34970255:Raccoon parvovirus
",17-65岁,43-year-old
"Raccoon_parvovirus_8031818:Raccoon parvovirus
",1-17岁,pediatric
"Raccoon_parvovirus_9229871:Raccoon parvovirus
",17-65岁,50
"Raccoon_parvovirus_9747749:Raccoon parvovirus
",none,under diagnosed cause of community acquired pneumonia.
"Rat_coronavirus_33969149:Rat coronavirus
",none,insights
"Rat_coronavirus_34021827:Rat coronavirus
",17-65岁,36
"Rat_virus_14556063:Rat virus
",1-17岁,11-year-old
"Rat_virus_16462583:Rat virus
",1-17岁,16-year-old
"Rat_virus_16503960:Rat virus
",17-65岁,adult
"Rat_virus_17330795:Rat virus
",1-17岁,5
"Rat_virus_17336143:Rat virus
",1-17岁,7
"Rat_virus_17607653:Rat virus
",none,treatment
"Rat_virus_17686654:Rat virus
",1-17岁,children
"Rat_virus_17906838:Rat virus
",>65岁,elderly
"Rat_virus_19486795:Rat virus
",17-65岁,40-year-old
"Rat_virus_22116985:Rat virus
",17-65岁,30
"Rat_virus_23082460:Rat virus
",1岁以下,13-month-old
"Rat_virus_24298966:Rat virus
",1岁以下,infants
"Rat_virus_24356475:Rat virus
",none,A
"Rat_virus_29629004:Rat virus
",1-17岁,6 year-old
"Rat_virus_29809298:Rat virus
",17-65岁,52
"Rat_virus_30159289:Rat virus
",>65岁,156
"Rat_virus_31519214:Rat virus
",1岁以下,17-month-old
"Rat_virus_32928810:Rat virus
",17-65岁,44-year-old
"Rat_virus_33332751:Rat virus
",1-17岁,6-year-old
"Rat_virus_33436535:Rat virus
",17-65岁,22-year-old
"Rat_virus_34451422:Rat virus
",1-17岁,5-year old
"Rat_virus_34970255:Rat virus
",none,old
"Raza_virus_17692793:Raza virus
",none,.
"Raza_virus_19543064:Raza virus
",>65岁,175
"Raza_virus_21798632:Raza virus
",>65岁,71
"Raza_virus_31157191:Raza virus
",17-65岁,63
"Raza_virus_32290904:Raza virus
",none,levels
"Raza_virus_32412891:Raza virus
",>65岁,Older
"Raza_virus_32450246:Raza virus
",17-65岁,37-47
"Raza_virus_32794461:Raza virus
",none,trembling
"Raza_virus_33359234:Raza virus
",none,of
"Raza_virus_33518864:Raza virus
",none,youth
"Raza_virus_33543338:Raza virus
",17-65岁,45-year-old
"Raza_virus_33676010:Raza virus
",17-65岁,46
"Raza_virus_33955309:Raza virus
",17-65岁,56
"Raza_virus_34007667:Raza virus
",none,patients
"Raza_virus_34159030:Raza virus
",>65岁,Elder
"Raza_virus_34187735:Raza virus
",17-65岁,middle-aged
"Raza_virus_34249813:Raza virus
",1-17岁,3
"Raza_virus_34254850:Raza virus
",17-65岁,60
"Raza_virus_34543704:Raza virus
",none,first
"Raza_virus_34918895:Raza virus
",17-65岁,57
"Resistencia_virus_27295701:Resistencia virus
",17-65岁,18
"Resistencia_virus_32334847:Resistencia virus
",17-65岁,27-year-old
"Rhesus_HHV-4-like_virus_33226859:Rhesus HHV-4-like virus
",17-65岁,54
"Rhesus_HHV-4-like_virus_33849679:Rhesus HHV-4-like virus
",none,.
"Rheumatoid_arthritis_virus_33856543:Rheumatoid arthritis virus
",>65岁,65
"Rheumatoid_arthritis_virus_34189674:Rheumatoid arthritis virus
",>65岁,128
"Rheumatoid_arthritis_virus_34381949:Rheumatoid arthritis virus
",none,passing
"Rheumatoid_arthritis_virus_34397495:Rheumatoid arthritis virus
",none,.
"Rheumatoid_arthritis_virus_34476603:Rheumatoid arthritis virus
",17-65岁,58
"Rheumatoid_arthritis_virus_34610047:Rheumatoid arthritis virus
",17-65岁,50
"Rheumatoid_arthritis_virus_34666667:Rheumatoid arthritis virus
",17-65岁,63-year-old
"Rheumatoid_arthritis_virus_34749331:Rheumatoid arthritis virus
",>65岁,70
"Rheumatoid_arthritis_virus_34767594:Rheumatoid arthritis virus
",17-65岁,44
"Rheumatoid_arthritis_virus_34842132:Rheumatoid arthritis virus
",17-65岁,33-year-old
"Rheumatoid_arthritis_virus_34862310:Rheumatoid arthritis virus
",>65岁,190
"Rheumatoid_arthritis_virus_34919724:Rheumatoid arthritis virus
",>65岁,"67 years (interquartile range [IQR], 60-73"
"Rhubarb_virus_1_25708837:Rhubarb virus 1
",>65岁,69
"Rhubarb_virus_1_28185411:Rhubarb virus 1
",>65岁,125
"Rhubarb_virus_1_29105337:Rhubarb virus 1
",1-17岁,3
"Rhubarb_virus_1_32457048:Rhubarb virus 1
",17-65岁,52
"Rhubarb_virus_1_32503854:Rhubarb virus 1
",none,RMD
"Rhubarb_virus_1_32512263:Rhubarb virus 1
",17-65岁,57 +- 21
"Rhubarb_virus_1_32527868:Rhubarb virus 1
",1-17岁,10
"Rhubarb_virus_1_32719045:Rhubarb virus 1
",17-65岁,"350) admitted between 7 March and 31 March, and matched one to one to treated patients on sex and age"
"Rhubarb_virus_1_32732245:Rhubarb virus 1
",>65岁,140
"Rhubarb_virus_1_32769150:Rhubarb virus 1
",>65岁,69
"Rhubarb_virus_1_32796045:Rhubarb virus 1
",>65岁,63 (IQR 53-78
"Rhubarb_virus_1_32881350:Rhubarb virus 1
",>65岁,46 and 74
"Rhubarb_virus_1_33504483:Rhubarb virus 1
",17-65岁,57
"Rhubarb_virus_1_33903092:Rhubarb virus 1
",17-65岁,22
"Rhubarb_virus_1_34450504:Rhubarb virus 1
",17-65岁,adult
"Rhubarb_virus_1_6198976:Rhubarb virus 1
",17-65岁,19
"Rift_Valley_fever_virus_26821179:Rift Valley fever virus
",17-65岁,2-59
"Rift_Valley_fever_virus_568328:Rift Valley fever virus
",none,man
"Rift_Valley_fever_virus_6897472:Rift Valley fever virus
",1-17岁,young
"Rinderpest_virus_1472733:Rinderpest virus
",none,susceptible
"Rio_Bravo_virus_8133560:Rio Bravo virus
",1-17岁,0-3
"Rocio_virus_32556807:Rocio virus
",17-65岁,18
"Rocio_virus_32700005:Rocio virus
",none,tertiary
"Rocio_virus_32749530:Rocio virus
",1-17岁,"6.1 years, interquartile range: 1.0 to 13"
"Rocio_virus_32758659:Rocio virus
",>65岁,70
"Rocio_virus_33243303:Rocio virus
",1-17岁,9
"Rocio_virus_33791841:Rocio virus
",1-17岁,"6.3 years, interquartile range 1.6-12"
"Rocio_virus_33991422:Rocio virus
",17-65岁,adult
"Rocio_virus_34113088:Rocio virus
",none,males
"Rocio_virus_34217479:Rocio virus
",17-65岁,52-year-old
"Rocio_virus_34241988:Rocio virus
",17-65岁,63 [IQR: 53-71] versus 59
"Rocio_virus_34302864:Rocio virus
",>65岁,68
"Rocio_virus_34633153:Rocio virus
",17-65岁,17
"Rost_Islands_virus_19895431:Rost Islands virus
",1-17岁,5
"Rost_Islands_virus_32758454:Rost Islands virus
",1-17岁,15
"RT_parvovirus_22531100:RT parvovirus
",none,all ages
"RT_parvovirus_22984581:RT parvovirus
",17-65岁,adult
"RT_parvovirus_24001883:RT parvovirus
",1岁以下,two-month-old
"RT_parvovirus_27869981:RT parvovirus
",17-65岁,51 individuals
"RT_parvovirus_34017709:RT parvovirus
",>65岁,149
"Rubella_virus_10224192:Rubella virus
",17-65岁,adults
"Rubella_virus_1461690:Rubella virus
",1-17岁,6
"Rubella_virus_24819263:Rubella virus
",1-17岁,three-year old
"Rubella_virus_25810981:Rubella virus
",1-17岁,5
"Rubella_virus_28585603:Rubella virus
",>65岁,95
"Rubella_virus_28673424:Rubella virus
",none,down
"Rubella_virus_2904781:Rubella virus
",>65岁,26 to 69
"Rubella_virus_29629004:Rubella virus
",1-17岁,6 year-old
"Rubella_virus_33466220:Rubella virus
",none,old
"Rubella_virus_34044547:Rubella virus
",none,was
"Rubella_virus_34126719:Rubella virus
",none,.
"Rubella_virus_34231027:Rubella virus
",17-65岁,62
"Rubella_virus_34355278:Rubella virus
",none,newborn
"Rubella_virus_34445830:Rubella virus
",>65岁,60-95
"Rubella_virus_34507240:Rubella virus
",17-65岁,47
"Rubella_virus_34587725:Rubella virus
",1-17岁,young
"Rubella_virus_34711146:Rubella virus
",1-17岁,16
"Rubella_virus_34909436:Rubella virus
",17-65岁,37-year-old
"Rubella_virus_4385125:Rubella virus
",none,.
"Rubella_virus_5306192:Rubella virus
",none,:
"Rubella_virus_565431:Rubella virus
",1岁以下,infant
"Rubella_virus_6897472:Rubella virus
",1-17岁,young
"Rubella_virus_7751662:Rubella virus
",17-65岁,62
"Rubella_virus_8265890:Rubella virus
",17-65岁,32-year-old
"Sabio_virus_27124519:Sabio virus
",1-17岁,14-year old
"Sabio_virus_28301570:Sabio virus
",17-65岁,13.83 +- 18
"Sabio_virus_29206851:Sabio virus
",1-17岁,6-8
"Sabio_virus_32398268:Sabio virus
",17-65岁,35-year-old
"Sabio_virus_32894654:Sabio virus
",none,shedding
"Sabio_virus_33593636:Sabio virus
",>65岁,68
"Sabio_virus_34433539:Sabio virus
",17-65岁,39-year-old
"Sabo_virus_24961047:Sabo virus
",1-17岁,two
"Sabo_virus_33113295:Sabo virus
",>65岁,452
"Sabo_virus_34793690:Sabo virus
",none,substantial or high transmission
"Saimiriine_herpesvirus_1_16450096:Saimiriine herpesvirus 1
",none,Daubin
"Saimiriine_herpesvirus_1_16539338:Saimiriine herpesvirus 1
",1-17岁,7-d-old
"Saimiriine_herpesvirus_1_16775963:Saimiriine herpesvirus 1
",17-65岁,23 years old
"Saimiriine_herpesvirus_1_16854335:Saimiriine herpesvirus 1
",none,LRT
"Saimiriine_herpesvirus_1_17002604:Saimiriine herpesvirus 1
",none,tract
"Saimiriine_herpesvirus_1_17080387:Saimiriine herpesvirus 1
",none,temporal
"Saimiriine_herpesvirus_1_17234480:Saimiriine herpesvirus 1
",none,recipient
"Saimiriine_herpesvirus_1_17234903:Saimiriine herpesvirus 1
",none,with
"Saimiriine_herpesvirus_1_17356299:Saimiriine herpesvirus 1
",none,p
"Saimiriine_herpesvirus_1_17385683:Saimiriine herpesvirus 1
",1-17岁,1
"Saimiriine_herpesvirus_1_17446341:Saimiriine herpesvirus 1
",none,:
"Saimiriine_herpesvirus_1_17996032:Saimiriine herpesvirus 1
",none,.
"Saimiriine_herpesvirus_1_18020880:Saimiriine herpesvirus 1
",17-65岁,adult
"Saimiriine_herpesvirus_1_18054276:Saimiriine herpesvirus 1
",17-65岁,28-year-old
"Saimiriine_herpesvirus_1_18679655:Saimiriine herpesvirus 1
",17-65岁,50
"Saimiriine_herpesvirus_1_19090003:Saimiriine herpesvirus 1
",none,ST
"Saimiriine_herpesvirus_1_19260875:Saimiriine herpesvirus 1
",none,LRT
